Name (Long),Surname,Name,Party,Twitter Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10,Result 11,Result 12,Result 13,Result 14,Result 15,Result 16,Result 17,Result 18,Result 19,Result 20
Κασιμάτη Γεωργίου Ειρήνη (Νίνα),Κασιμάτη,Κασιμάτη Νίνα,ΣΥΡΙΖΑ,ninakasimati,267790532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αλεξιάδης Ζαφειρίου Τρύφων,Αλεξιάδης,Αλεξιάδης Τρύφων,ΣΥΡΙΖΑ,,1369743153130004486,497808199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ραγκούσης Νικολάου Ιωάννης,Ραγκούσης,Ραγκούσης Ιωάννης,ΣΥΡΙΖΑ,gragkousis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σκουρολιάκος Λουκά Παναγιώτης (Πάνος),Σκουρολιάκος,Σκουρολιάκος Πάνος,ΣΥΡΙΖΑ,PanosSkourolia1,1157361600812244992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σπίρτζης Παναγιώτη Χρήστος,Σπίρτζης,Σπίρτζης Χρήστος,ΣΥΡΙΖΑ,c_spirtzis,758622915965444096,1248328985173471234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αθανασίου Ευθυμίου Αθανάσιος (Νάσος),Αθανασίου,Αθανασίου Νάσος,ΣΥΡΙΖΑ,nasosa8anasiou,965785002,2638903690,719511047321870336,903568358284697600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσίπρας Ηρακλή Γεώργιος,Τσίπρας,Τσίπρας Γεώργιος,ΣΥΡΙΖΑ,giorgostsipras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βαρεμένος Βασιλείου Γεώργιος,Βαρεμένος,Βαρεμένος Γεώργιος,ΣΥΡΙΖΑ,GVaremenos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μωραΐτης Χρήστου Αθανάσιος (Θάνος),Μωραΐτης,Μωραΐτης Θάνος,ΣΥΡΙΖΑ,thanos_moraitis,404205439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκιόλας Δημητρίου Ιωάννης,Γκιόλας,Γκιόλας Ιωάννης,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παπαηλιού Ηλία Γεώργιος,Παπαηλιού,Παπαηλιού Γεώργιος,ΣΥΡΙΖΑ,,848650647897604097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γεροβασίλη Βασιλείου Όλγα,Γεροβασίλη,Γεροβασίλη Όλγα,ΣΥΡΙΖΑ,olgagerovasili,2786227298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αναγνωστοπούλου Πέτρου Αθανασία (Σία),Αναγνωστοπούλου,Αναγνωστοπούλου Σία,ΣΥΡΙΖΑ,sia_anag,2427879955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μάρκου Βασιλείου Κωνσταντίνος,Μάρκου,Μάρκου Κωνσταντίνος,ΣΥΡΙΖΑ,,1247914911646261249,1334397670341943296,962926278176276485,2864663152,2332278483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσίπρας Παύλου Αλέξιος,Τσίπρας,Τσίπρας Αλέξιος,ΣΥΡΙΖΑ,atsipras,2292454922,334602996,917660691930247168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Πούλου Λεωνίδα Παναγιού (Γιώτα),Πούλου,Πούλου Γιώτα,ΣΥΡΙΖΑ,GIOTAPOULOU,1225355586,567066109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ξανθόπουλος Σάββα Θεόφιλος,Ξανθόπουλος,Ξανθόπουλος Θεόφιλος,ΣΥΡΙΖΑ,Xanthopoulosth,1192464378240614400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σαντορινιός Κωνσταντίνου Νεκτάριος,Σαντορινιός,Σαντορινιός Νεκτάριος,ΣΥΡΙΖΑ,nectarsant,17991384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκαρά Γεωργίου Αναστασία (Νατάσα),Γκαρά,Γκαρά Νατάσα,ΣΥΡΙΖΑ,NatasaGkara,752958884994748416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αποστόλου Δημητρίου Ευάγγελος,Αποστόλου,Αποστόλου Ευάγγελος,ΣΥΡΙΖΑ,vag_apos,3348485907,4925140193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Χατζηγιαννάκης Ευαγγέλου Μιλτιάδης,Χατζηγιαννάκης,Χατζηγιαννάκης Μιλτιάδης,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Καλαματιανός Χρήστου Διονύσιος-Χαράλαμπος,Καλαματιανός,Καλαματιανός Διονύσιος-Χαράλαμπος,ΣΥΡΙΖΑ,dckalamatianos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Καρασαρλίδου Γεωργίου Ευφροσύνη (Φρόσω),Καρασαρλίδου,Καρασαρλίδου Φρόσω,ΣΥΡΙΖΑ,FKarasarlidou,3105268391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ηγουμενίδης Εμμανουήλ Νικόλαος,Ηγουμενίδης,Ηγουμενίδης Νικόλαος,ΣΥΡΙΖΑ,IgoumenidisN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βαρδάκης Δημητρίου Σωκράτης,Βαρδάκης,Βαρδάκης Σωκράτης,ΣΥΡΙΖΑ,sokrvardakis,773986323422146561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μαμουλάκης Αντωνίου Χαράλαμπος (Χάρης),Μαμουλάκης,Μαμουλάκης Χάρης,ΣΥΡΙΖΑ,Mamoulakis,823985090925576194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κάτσης Σπυρίδωνος Μάριος,Κάτσης,Κάτσης Μάριος,ΣΥΡΙΖΑ,marios_katsis,3325625573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ζουράρης Γεωργίου Κωνσταντίνος,Ζουράρης,Ζουράρης Κωνσταντίνος,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γιαννούλης Ιωάννη Χρήστος,Γιαννούλης,Γιαννούλης Χρήστος,ΣΥΡΙΖΑ,giannoul,359478003,2463600557,1352206670101884928,1236986127967494144,577456856,720002876349747205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αμανατίδης Γεωργίου Ιωάννης,Αμανατίδης,Αμανατίδης Ιωάννης,ΣΥΡΙΖΑ,amanatidis_gian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Νοτοπούλου Παναγιώτη Αικατερίνη (Κατερίνα),Νοτοπούλου,Νοτοπούλου Κατερίνα,ΣΥΡΙΖΑ,katenotopoulou,983983199012425728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τριανταφυλλίδης Γεωργίου Αλέξανδρος (Αλέκος),Τριανταφυλλίδης,Τριανταφυλλίδης Αλέκος,ΣΥΡΙΖΑ,tr_alexandros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Φάμελλος Πέτρου Σωκράτης,Φάμελλος,Φάμελλος Σωκράτης,ΣΥΡΙΖΑ,sfamellos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αυγέρη Πέτρου Θεοδώρα (Δώρα),Αυγέρη,Αυγέρη Δώρα,ΣΥΡΙΖΑ,davgeri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τζούφη Στεφάνου Μερόπη,Τζούφη,Τζούφη Μερόπη,ΣΥΡΙΖΑ,meropitzoufi,3096944951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ελευθεριάδου Παύλου Σουλτάνα,Ελευθεριάδου,Ελευθεριάδου Σουλτάνα,ΣΥΡΙΖΑ,teleftheriadou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Λάππας Ευαγγέλου Σπυρίδωνας,Λάππας,Λάππας Σπυρίδωνας,ΣΥΡΙΖΑ,spyroslappas1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τελιγιορίδου Ιωάννη Ολυμπία,Τελιγιορίδου,Τελιγιορίδου Ολυμπία,ΣΥΡΙΖΑ,teligioridou,1057566665595076608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αυλωνίτης Νικολάου Αλέξανδρος - Χρήστος,Αυλωνίτης,Αυλωνίτης Χρήστος,ΣΥΡΙΖΑ,a_avlonitis,788100720151101440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αγαθοπούλου Δημητρίου Ειρήνη-Ελένη,Αγαθοπούλου,Αγαθοπούλου Ειρήνη-Ελένη,ΣΥΡΙΖΑ,iriniagath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βέτα Δημητρίου Καλλιόπη,Βέτα,Βέτα Καλλιόπη,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ψυχογιός Κωνσταντίνου Γεώργιος,Ψυχογιός,Ψυχογιός Γεώργιος,ΣΥΡΙΖΑ,g_psychogios,1059584742197260289,1026850486836776962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Συρμαλένιος Ευαγγέλου Νικόλαος,Συρμαλένιος,Συρμαλένιος Νικόλαος,ΣΥΡΙΖΑ,syrmal2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αραχωβίτης Γεωργίου Σταύρος,Αραχωβίτης,Αραχωβίτης Σταύρος,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βαγενά Κηλαηδόνη χήρα Λουκιανού Άννα,Βαγενά,Βαγενά Άννα,ΣΥΡΙΖΑ,annavayena,3377051099,3292665734,2482277029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κόκκαλης Κωνσταντίνου Βασίλειος,Κόκκαλης,Κόκκαλης Βασίλειος,ΣΥΡΙΖΑ,vasiliskokkalhs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Θραψανιώτης Μιχαήλ Εμμανουήλ,Θραψανιώτης,Θραψανιώτης Εμμανουήλ,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπουρνούς Δημητρίου Ιωάννης,Μπουρνούς,Μπουρνούς Ιωάννης,ΣΥΡΙΖΑ,alterglobal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μεϊκόπουλος Μιχαήλ Αλέξανδρος,Μεϊκόπουλος,Μεϊκόπουλος Αλέξανδρος,ΣΥΡΙΖΑ,A_Meikopoulos,1001342479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παπανάτσιου Στέργιου Αικατερίνη,Παπανάτσιου,Παπανάτσιου Αικατερίνη,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Χαρίτσης Βύρωνα Αλέξανδρος (Αλέξης),Χαρίτσης,Χαρίτσης Αλέξης,ΣΥΡΙΖΑ,alexischaritsis,973164892877459456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ζεϊμπέκ Χασάν Χουσεϊν,Ζεϊμπέκ,Ζεϊμπέκ Χουσεϊν,ΣΥΡΙΖΑ,ZeybekHuseyin,338861628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τζάκρη Εμμανουήλ Θεοδώρα,Τζάκρη,Τζάκρη Θεοδώρα,ΣΥΡΙΖΑ,tzakri,413080707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σκούφα Δημητρίου Ελισσάβετ (Μπέττυ),Σκούφα,Σκούφα Μπέττυ,ΣΥΡΙΖΑ,BSkoufa,712255673178976256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπάρκας Θεοφάνη Κωνσταντίνος,Μπάρκας,Μπάρκας Κωνσταντίνος,ΣΥΡΙΖΑ,kostasbarkas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ξανθός Γεωργίου Ανδρέας,Ξανθός,Ξανθός Ανδρέας,ΣΥΡΙΖΑ,andreasxanthos,1701576919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Χαρίτου Αθανασίου Δημήτριος (Τάκης),Χαρίτου,Χαρίτου Τάκης,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αβραμάκης Αντωνίου Ελευθέριος,Αβραμάκης,Αβραμάκης Ελευθέριος,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παπαδόπουλος Αποστόλου Αθανάσιος (Σάκης),Παπαδόπουλος,Παπαδόπουλος Σάκης,ΣΥΡΙΖΑ,sakis_papad,970306790,1198107005824700416,4006165582,411708770,2883090322,1099991990,810112376905285637,2206814598,3048227854,275466891,996680017148030976,2211037178,1008641068114554880,0,0,0,0,0,0,0
Σαρακιώτης Αθανασίου Ιωάννης,Σαρακιώτης,Σαρακιώτης Ιωάννης,ΣΥΡΙΖΑ,jsarakiotis,709702013865562112,712173796573224960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Πέρκα Χαράλαμπου Θεοπίστη (Πέτη),Πέρκα,Πέρκα Πέτη,ΣΥΡΙΖΑ,PetiPerka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μάλαμα Ιωάννη Κυριακή,Μάλαμα,Μάλαμα Κυριακή,ΣΥΡΙΖΑ,KiriakiMalama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Πολάκης Πέτρου Παύλος,Πολάκης,Πολάκης Παύλος,ΣΥΡΙΖΑ,pavpol2222,2367424185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μιχαηλίδης Φραγκούλη Ανδρέας,Μιχαηλίδης,Μιχαηλίδης Ανδρέας,ΣΥΡΙΖΑ,,2391613087,637030490,904459988,1128298168532250625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
