Name (Long),Surname,Name,Party,Twitter Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10,Result 11,Result 12,Result 13,Result 14,Result 15,Result 16,Result 17,Result 18,Result 19,Result 20
Καραμανλή Αρκαδίου Άννα,Καραμανλή,Καραμανλή Άννα,ΝΔ,annakaramanli,271521135,1053048992,509948730,478754813,1189104433,341122470,1299905454391394305,1642652732,1101936740552638466,1083496940254494720,467305170,1240633807721676800,312584816,228025516,1139971088467841024,1258948266336694276,3833160383,844934574782271488,936348486,1275458209029988352
Θεοχάρης Αθανασίου Θεοχάρης (Χάρης),Θεοχάρης,Θεοχάρης Χάρης,ΝΔ,htheoharis,15564428,42736903,132516939,2518018117,2180279040,22313056,273117269,413346224,984770053722836992,21605150,618001246,121218905,3135877403,954434019499888641,544916270,38817504,1668588120,56454881,308439680,2660685094
Χατζηδάκης Διονυσίου Διονύσιος,Χατζηδάκης,Χατζηδάκης Διονύσιος,ΝΔ,,3021914133,819202620879409152,434832879,227271550,34884768,168184392,723273269940523013,1542067872,440386538,402907650,1410564277,360461148,415803653,1091477046,126623210,1306150553865654280,65745495,2889263961,1234251519018651650,215592720
Δούνια Δημητρίου Παναγιώτα (Νόνη),Δούνια,Δούνια Νόνη,ΝΔ,NoniDounia,1189661282,3544775597,353375716,1153894658,541959362,304564753,826109513921134592,340182645,2814362554,2724645932,40977546,1705167151,27905286,277891414,52667725,2360216354,905699231318634496,1979276928,510730718,1210963481303740416
Κατσαφάδος Ιωάννη Κωνσταντίνος,Κατσαφάδος,Κατσαφάδος Κωνσταντίνος,ΝΔ,katsafados,174800883,395237495,1244333983233650688,247435334,337962792,2240908766,251748219,117726581,873478412,279169233,763713727954911232,130331466,382546891,749395471907643392,2583778646,389528191,836653655948472322,210164431,815688532803067904,487386644
Μπουτσικάκης Ιωάννη Χριστόφορος - Εμμανουήλ,Μπουτσικάκης,Μπουτσικάκης Εμμανουήλ,ΝΔ,BoutsikakisChr,849286834337271808,1979349985,91357965,1128495286530203650,3400327083,824088300835192832,3403627101,765429360,35919115,3341526191,3087654006,1226737271790944256,2975953444,389719327,474707398,375199568,1525184988,476582657,2470300424,200792660
Μελάς Παναγιώτη Ιωάννης,Μελάς,Μελάς Ιωάννης,ΝΔ,yiannismelas,83851167,14761739,250416051,1546739449,1114731431916265472,1325211278,368676138,1276613101748654080,339667245,40435867,1095087534974136329,165766289,349116073,22244927,124708386,1013213682795413505,1162041138762702849,130622533,893126067073933314,583834315
Μανωλάκος Πέτρου Νικόλαος,Μανωλάκος,Μανωλάκος Νικόλαος,ΝΔ,manolakosnik,95806742,426328582,26902014,28141698,1531948238,98663474,750645230970499072,2575908950,1099906776,1355706957991202817,2808257356,216153330,62967556,135721836,489689668,28229482,31439911,3766569252,67354906,112457352
Μαρκόπουλος Κωνσταντίνου Δημήτριος,Μαρκόπουλος,Μαρκόπουλος Δημήτριος,ΝΔ,markopoulosdimi,414652568,77977377,215579416,456323763,964392700479852546,859908331871326208,596582982,3394924979,986843502,188738818,14533950,992201544,717370077,306312454,29418127,476370542,241702926,1650183900,590082909,35737381
Τραγάκης Παναγιώτη Ιωάννης,Τραγάκης,Τραγάκης Ιωάννης,ΝΔ,,3352818094,2344102222,128083984,580285945,289032231,851587461557964804,1363820576528293892,836375038353936385,3441363557,2951777937,1136704766116028416,392495221,526672465,1297570656037539840,409959573,1278540513029824514,753754160,1155980447437881347,1131420306,2710379827
Μαρτίνου Αθανασίου Γεωργία,Μαρτίνου,Μαρτίνου Γεωργία,ΝΔ,GeorgiaMartinou,78876006,298719940,3091968903,787339236836007939,115080383,546281641,269867651,1023995491,255559754,1368660780,1082892618,1210065367,1137804708,146397093,840156926,278026373,2984763983,1884048254,3131951121,715256864242581504
Οικονόμου Αθανασίου Βασίλειος,Οικονόμου,Οικονόμου Βασίλειος,ΝΔ,OikonomouVasili,3622786396,4908962195,2182515902,2556891752,996831520089346049,451432704,808064294604730368,227370267,817071156213743617,724302686,1137790395172106240,2198690684,2997584578,1726110541,793396787222544384,166001705,721036518,245284584,1140395602293022720,1304906008142188545
Βλάχος Θεοδώρου Γεώργιος,Βλάχος,Βλάχος Γεώργιος,ΝΔ,Vlachos_G,80071362,25046343,743917727820058626,281606097,33655544,934112834677600256,31686486,412407821,20342475,207689925,1306748789810761733,505302952,330075363,766335055350337536,39277873,1858684129,161618885,2905644897,914141407241228288,71069237
Βορίδης Χρήστου Μαυρουδής (Μάκης),Βορίδης,Βορίδης Μάκης,ΝΔ,MakisVoridis,4026051077,540179903,443092471,717018829558259712,410153071,4835325520,1345449987480690688,763752384271151104,764860767317483520,377333590,928926961883402241,93849579,1040678804,929050071110504454,1325984678671683587,167429366,0,0,0,0
Μπούρας Κωνσταντίνου Αθανάσιος,Μπούρας,Μπούρας Αθανάσιος,ΝΔ,athbouras,349847588,308348821,2209104842,176547046,806886611489325056,1337250643,615302606,3321519688,104564382,949343665,1872276500,725313574739021824,244440350,1441456129,895224798,821854113734545408,948562583614869505,1869087709,3404324259,109744243
Κώτσηρας Αναστασίου Γεώργιος,Κώτσηρας,Κώτσηρας Γεώργιος,ΝΔ,giorgoskotsiras,42643483,206045147,1162119971700391936,3160994870,970169763992256512,727453393,2734433194,34401641,198279996,585962662,414207584,276140452,1156081319585222658,2889187547,1261924638147383298,742972272680505346,3036611693,80596285,635591210,1324634027546959873
Λιάκος Γεωργίου Ευάγγελος,Λιάκος,Λιάκος Ευάγγελος,ΝΔ,liakosev,141057548,66030326,16036395,395099722,762991208532733952,2561865967,246490721,7639332,467988146,741666473123315713,1298384205861322754,450282900,481589507,247997566,172942719,1297377020,2977387086,319496018,400369671,31665379
Λιβανός Διονυσίου Σπυρίδωνας-Παναγιώτης (Σπήλιος),Λιβανός,Λιβανός Σπήλιος,ΝΔ,SpiliosL,18993860,4311098123,473043897,23445019,184996178,360178093,2654973893,194226355,3269308680,2244427452,1904674254,1006289401327079424,291967162,33821500,116573527,480738174,2436861570,858856730,898221721492303878,343722595
Σαλμάς Γεωργίου Μάριος,Σαλμάς,Σαλμάς Μάριος,ΝΔ,salmasmarios,966380963172319232,1160834134895398912,902694470906515456,1302437436979638273,48377311,626037436,335179820,47167663,1639484526,3087694814,1147047505,564525454,313294525,855208335263629316,800025024,1164264734272761856,4904978961,273451461,873242360,800845564254490624
Καραγκούνης Ανδρέα Κωνσταντίνος,Καραγκούνης,Καραγκούνης Κωνσταντίνος,ΝΔ,k_karagounis,3644178137,729974570120298496,1123288076,66935867,3018066304,4416173416,4817953287,4827231203,97016314,56700212,712959850892890115,1337845965479424002,907297267090149376,2547932910,60882833,499004672,710849257658523648,1295393437651472384,3407138975,2846525464
Ανδριανός Σωτηρίου Ιωάννης,Ανδριανός,Ανδριανός Ιωάννης,ΝΔ,,886068471108382720,611813248,2417452779,1605182228,1536809982,1517297462,37677955,390118440,14773534,18410221,19528283,1370859193742266369,3287917587,74843181,632393500,2721417946,939764449,749274840,24659609,268187233
Βλάσης Γεωργίου Κωνσταντίνος,Βλάσης,Βλάσης Κωνσταντίνος,ΝΔ,KostasVlasis,902965008501424129,41242738,522778310,724302686,4396235415,991282367993085952,149917083,402714886,3120929755,387798259,1194274086,209557640,576653787,2983596514,79822079,406321483,194151169,1170106270763966466,36510240,629830168
Στύλιος Δημοσθένη Γεώργιος,Στύλιος,Στύλιος Γεώργιος,ΝΔ,gstylios,74694195,482183089,744063520099213313,1062205536328994816,934287864753516544,635684173,578402511,590220922,1322921852,1253206392212787200,1249443596551327744,1235140916047990784,968562691555049473,1301113488501125120,77711612,77197375,1328916569607421952,1165884647177412609,1341164341,39161311
Αλεξοπούλου Μιχαήλ Χριστίνα,Αλεξοπούλου,Αλεξοπούλου Χριστίνα,ΝΔ,xrisalex,320162191,73234260,3373083677,1187678476977000448,1109429795962662912,244904266,2149327176,1011348632430350346,1262107088,1230765734004871170,1168241295149740038,263784628,599366320,171661692,1325123115366707200,576183073,1194241307251789826,51597099,223945318,72824620
Κατσανιώτης Ιωάννη Ανδρέας,Κατσανιώτης,Κατσανιώτης Ανδρέας,ΝΔ,katsaniotis,14870194,407091620,809051652657389569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσιγκρής Αντωνίου Άγγελος,Τσιγκρής,Τσιγκρής Άγγελος,ΝΔ,tsigris_angelos,1309484716022730752,3165027999,99878641,854308786387005442,211808674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Φωτήλας Ασημάκη Ιάσων,Φωτήλας,Φωτήλας Ιάσων,ΝΔ,IasonFotilas,3063865762,718395843011854336,1291724491756900352,295665140,945219400285736960,552485530,751136820679811072,2933348415,4818136240,1192506176291954689,718402380052742144,103618090,473767718,0,0,0,0,0,0,0
Κουτσούμπας Βασιλείου Ανδρέας,Κουτσούμπας,Κουτσούμπας Ανδρέας,ΝΔ,kutsubad,2665449107,110790092,2739404469,737661652108226561,326621955,2600456766,556761559,2460644121,1283340706396995585,961575602586357760,283567218,1280283488,1178595967,3233523517,381065386,1328402885944729602,1923743904,927687375576354821,335248049,425420998
Πάτσης Κωνσταντίνου Ανδρέας,Πάτσης,Πάτσης Ανδρέας,ΝΔ,patsis_andreas,379546557,19249513,825452755,2748641150,15040470,624388288,773692176,81094980,1010930311289556992,394311089,242081068,450751290,700300790,2492610941,305917765,393755699,1042855501992787969,2997651918,345613969,352926142
Μπλούχος Δημητρίου Κωνσταντίνος,Μπλούχος,Μπλούχος Κωνσταντίνος,ΝΔ,blouchosdrama,2450785456,236310823,489656817,537180774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παππάς Κωνσταντίνου Ιωάννης,Παππάς,Παππάς Ιωάννης,ΝΔ,pappas_ioannis,1067748650485497862,574799823,855249397,33090677,6500162,20957491,5612432,37608464,30726383,14774443,3294572733,35534272,30591793,332253429,185434698,26919720,385055297,154314395,788770289211539457,2482518368
Κόνσολας Νικία Εμμανουήλ (Μάνος),Κόνσολας,Κόνσολας Μάνος,ΝΔ,manoskonsolas,437388094,174626450,394515316,1119465690153590785,2388876912,1093290114183254017,152382040,175123174,373294350,576952535,1567628538,844669305874722818,36265182,453250554,3373512291,2949449337,1090315640,2495008295,1122183673678143488,823183182115860481
Ιατρίδη Ιωάννη Τσαμπίκα (Μίκα),Ιατρίδη,Ιατρίδη Μίκα,ΝΔ,,1017119604269899776,930436183,2816230252,255186475,1247988788959293440,737661782525923328,3396935463,1238215164,875364702712418305,914193716289654784,367166265,733395318130147328,1239246763153928192,1255901055419899904,844072050,3630687390,2778850138,914192626244624385,203431373,0
Υψηλάντης Αναστασίου Βασίλειος - Νικόλαος,Υψηλάντης,Υψηλάντης Νικόλαος,ΝΔ,vnaypsilantis,465263278,1598498894,4873153216,3064845466,49621045,410883378,28290356,34292539,158296309,2769620320,518412870,2770227153,764789608173473792,120821832,541077886,458109395,1366635173761200129,1081627075650437120,441368049,2184710391
Δημοσχάκης Σπύρου Αναστάσιος (Τάσος),Δημοσχάκης,Δημοσχάκης Τάσος,ΝΔ,ADimoschakis,2466630270,3225225347,2721736774,2157649055,53427607,823182120348778496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κελέτσης Δημητρίου Σταύρος,Κελέτσης,Κελέτσης Σταύρος,ΝΔ,keletsis,1158632932304674822,2406093324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Δερμεντζόπουλος Αλεξάνδρου Χρήστος,Δερμεντζόπουλος,Δερμεντζόπουλος Χρήστος,ΝΔ,ChrisDermen,202111120,342436250,1013522051712380930,340839957,3424528571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κεδίκογλου Βασιλείου Συμεών (Σίμος),Κεδίκογλου,Κεδίκογλου Σίμος,ΝΔ,SimosKedikoglou,2748749053,407351705,71812804,895266942562521097,37887121,1068469080921964544,4295529448,3050921699,3309445211,1376206505322680320,545854922,405190595,207378522,895601018322300929,0,0,0,0,0,0
Ζεμπίλης Γεωργίου Αθανάσιος,Ζεμπίλης,Ζεμπίλης Αθανάσιος,ΝΔ,than_zebilis,1304342144749056001,706200808883417089,198555438,401266188,1441568400,4872735849,2206638433,399284790,0,0,0,0,0,0,0,0,0,0,0,0
Πνευματικός Γεωργίου Σπυρίδωνας,Πνευματικός,Πνευματικός Σπυρίδωνας,ΝΔ,,1180082526,211961760,1359475686247784449,493823046,1231983408932425729,1320215761,493758606,1219567418344923136,961773575349747712,2919348761,434105663,867777355,2829276413,1086532236,1547768647,1095944193816563712,820514440613339136,582938908,1237439427288469505,24335076
Κοντογεώργος Αθανασίου Κωνσταντίνος,Κοντογεώργος,Κοντογεώργος Κωνσταντίνος,ΝΔ,,64711201,94628658,1019307492,502305685,218667867,33462044,556905014,3047726891,104971258,1240737561729007616,700622580298809344,1178940635933532160,293992011,408285281,2298715400,536611112,472971462,2477135222,2866361907,15474985
Ακτύπης Δημητρίου Διονύσιος,Ακτύπης,Ακτύπης Διονύσιος,ΝΔ,,794417784,235605974,31360577,229990873,207647343,881484563507286016,273418827,266131733,1117561443740782592,557540729,71889427,4581089195,1339019281997197318,317108761,287964497,197486999,1238873222160023553,96806084,3107549225,27216485
Νικολακόπουλος Θεοδώρου Ανδρέας,Νικολακόπουλος,Νικολακόπουλος Ανδρέας,ΝΔ,anikolakopoulos,1025308239473397760,3368955549,3078486571,1022596958056312834,796415826047991809,130945239,294769354,2864756668,1272987436256296960,80998613,94795694,18425191,333545494,428143469,109336052,413348806,175864560,1094951429188608000,2905921049,3284268518
Τζαβάρας Γεωργίου Κωνσταντίνος,Τζαβάρας,Τζαβάρας Κωνσταντίνος,ΝΔ,Tzavaraskon,330204507,456131486,1246923667,523595306,3309689153,2169990536,19340311,2580296929,2863966079,1218456838846472192,360408918,19045906,23127241,611803145,446243971,28032384,357868617,3036017887,543932949,70384154
Αυγερινοπούλου Ζήσιμου Διονυσία - Θεοδώρα,Αυγερινοπούλου,Αυγερινοπούλου Θεοδώρα,ΝΔ,avgerinopoulou,348687226,194588476,142677826,25607212,719450901019303936,3409380735,1168810373157445632,2885004236,1340921901812768768,1093187901721059328,983287063356329984,370752025,0,0,0,0,0,0,0,0
Βεσυρόπουλος Φωτίου Απόστολος,Βεσυρόπουλος,Βεσυρόπουλος Απόστολος,ΝΔ,a_vesiropoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπαρτζώκας Στεργίου Αναστάσιος,Μπαρτζώκας,Μπαρτζώκας Αναστάσιος,ΝΔ,t_bartzokas,17637104,323838975,140537210,82974528,3410091958,2759834058,3361214409,2157404578,1006629918854217728,2959964183,743786216,214683378,420288484,132443177,799815571,1267067589953564674,589216910,2955569661,254942402,407984703
Τσαβδαρίδης Γεωργίου Λάζαρος,Τσαβδαρίδης,Τσαβδαρίδης Λάζαρος,ΝΔ,lazarostsavdar1,2182376299,91031640,217503425,1127133003895975936,787026822,3313931657,527825501,213617574,616332734,1222957204376117249,1324081484,543450377,2253739387,1249998795338907648,304982703,630510398,44453837,239013705,103250139,861130603248459776
Σενετάκης Γεωργίου Μάξιμος,Σενετάκης,Σενετάκης Μάξιμος,ΝΔ,maxsenetakis,392721634,557615292,2512361385,4481265327,4821517900,385887290,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αυγενάκης Κωνσταντίνου Ελευθέριος,Αυγενάκης,Αυγενάκης Ελευθέριος,ΝΔ,l_avgenakis,756086493131706368,706861315344748545,2872029843,713726817115508737,143230116,3343815345,1300458390,2968444121,81870689,3033491963,278486847,4386002873,4386145876,2472277206,998182118311256064,2335870200,756732685,298584632,998179467586662403,241654050
Γιόγιακας Νικολάου Βασίλειος,Γιόγιακας,Γιόγιακας Βασίλειος,ΝΔ,giogiakasv,1193538088724766720,757850248211378176,825387259889324032,3064057654,1125906827684786177,1362107206003548163,4818105977,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκιουλέκας Πέτρου Κωνσταντίνος,Γκιουλέκας,Γκιουλέκας Κωνσταντίνος,ΝΔ,gioulekaskostas,4003698550,1055772371553042432,1722291720,1112804879691669506,2909156284,964197115328188418,758964654,388885401,1146557530358894600,794280384653619201,759725383,32841420,91533408,0,0,0,0,0,0,0
Καραμανλής Αλεξάνδρου Κωνσταντίνος,Καραμανλής,Καραμανλής Κωνσταντίνος,ΝΔ,,710959429563375616,160870812,2968499711,454748187,17741665,1200100104142807049,1156609842888552448,21094640,1016701366276952064,406937215,899625834474074113,68453690,167943135,53049690,4100108075,769097153163694080,168835397,27640444,3349807017,737778714902188033
Καλαφάτης Αθανασίου Σταύρος,Καλαφάτης,Καλαφάτης Σταύρος,ΝΔ,KalafatisSt,2270108604,39730284,2376940157,3068774558,2715804474,832612151080652800,410376381,2536755169,484702915,929070446355632128,17293591,388951499,88023967,1191081408791502849,406583008,3852660497,81811223,23788894,35484728,401572195
Ευθυμίου Ταξιάρχη Άννα,Ευθυμίου,Ευθυμίου Άννα,ΝΔ,AnnaEfthymiou_,1583520848,1439611638,27582608,2348453634,54620713,403321336,1164988261,800677292645044224,451611079,990059501251432448,579740194,110225494,1250743150097899521,2242756735,574023036,2831992738,23535149,3064118277,1191304928179957761,466142258
Σιμόπουλος Γεωργίου Ευστράτιος (Στράτος),Σιμόπουλος,Σιμόπουλος Στράτος,ΝΔ,efsimopoulos,2982738928,406269124,17579349,1105784397536595968,1279563107535290369,285848738,13341582,2342525947,110670092,266228663,26978384,1306421588,496395250,85927960,1051347228,6857112,1242426508532162560,593984236,251300596,53239406
Ράπτη Δημητρίου Ελένη,Ράπτη,Ράπτη Ελένη,ΝΔ,Elena_Rapti,198989653,959837145367306240,1049509546442596358,863515531084746754,179037540,113272034,1678350882,1323548661054406657,2726412196,1172565764412301312,716285701348786176,2267350363,70973903,131161978,1415312754,416677356,2887335533,570003877,561002925,947840342
Κούβελας Σωτηρίου Δημήτριος,Κούβελας,Κούβελας Δημήτριος,ΝΔ,dkouvelas,797595494755270657,438922868,232268134,253261560,29604756,86124232,346370592,78665894,49011386,1194054846,3240984268,701875563049390081,2462426352,3369056447,3953057532,1372847309118181376,2560964139,747875107377393665,595547356,1251527316892680192
Καράογλου Γεωργίου Θεόδωρος,Καράογλου,Καράογλου Θεόδωρος,ΝΔ,TheoKaraoglou,393292109,1691268972,39341184,344128227,1050661463935705091,490770103,2385651961,3352200545,4864114605,2682940604,2742999851,1580308087,40561115,830795155,583546673,392563630,341672425,1444570178,96357573,562226308
Βαρτζόπουλος Χρυσοστόμου Δημήτριος,Βαρτζόπουλος,Βαρτζόπουλος Δημήτριος,ΝΔ,DimVartzopoulos,927913279,914953194836578310,227028687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αναστασιάδης Ιωάννη Σάββας,Αναστασιάδης,Αναστασιάδης Σάββας,ΝΔ,savanastasiadis,568981074,184971579,3318116783,295505045,33698223,1909997174,3036750777,2261895027,2850911687,2153928775,3240437586,2439278485,129669876,597351301,3037530515,1103770015164231691,794348845,320174691,375755262,33208727
Κεφαλά Στεφάνου Μαρία - Αλεξάνδρα,Κεφαλά,Κεφαλά Αλεξάνδρα,ΝΔ,,1354602102,2853730389,564981964,943807211582537730,227614897,1148152230,1211993348,942099146,274986206,161305755,958806766233575424,1029909643,1854116906,2559994732,389981476,304968319,1201649154847641602,408753372,1130809524,980881874204680192
Καλογιάννης Ελευθερίου Σταύρος,Καλογιάννης,Καλογιάννης Σταύρος,ΝΔ,,2467621014,547048872,1303331640,62471710,149058847,745732898,198073667,325105876,28965686,1373359082,146057306,267912830,3007536845,2290024381,1325091454285475840,1368864847,1227135818,324817149,932751206,2670687686
Τασούλας Αναστασίου Κωνσταντίνος,Τασούλας,Τασούλας Κωνσταντίνος,ΝΔ,,183465878,1178594019875655681,3392186008,553018915,1316978659606077442,482864856,2977838188,1580284568,1178293416712720385,3329287708,244940219,308353233,776418318701899780,950729376,3311537361,2746368249,955531406,2716045911,394892609,2897209667
Αμυράς Στυλιανού Γεώργιος,Αμυράς,Αμυράς Γεώργιος,ΝΔ,amirasgiorgos,3095849355,75256329,37104610,232635146,1344619340008546304,1072691745379495936,1256057721452761095,223707621,1207422086,1042080772809732097,2193020882,17061451,740916169746550784,2589754431,1157548725788524544,792583264271728640,1334893932367413250,2500841648,1454593207,768151489072144384
Παναγιωτόπουλος Ιωάννη Νικόλαος,Παναγιωτόπουλος,Παναγιωτόπουλος Νικόλαος,ΝΔ,npanagioto,28301609,14483159,63759523,70653700,1035582223880257537,1220269699,1229757943,79759314,1313874435024322560,2892644871,990927955332386816,755751616381349888,1253240563463262216,2574899018,1038612201244962816,1630299925,4530457654,1101627600965984257,396608793,317380812
Πασχαλίδης Αδάμ Ιωάννης,Πασχαλίδης,Πασχαλίδης Ιωάννης,ΝΔ,pasxalidisjohn,824523734992113664,715587065526808577,1122601963798106112,898757826,360511320,203722962,143886731,600462118,236350255,330587491,224990117,108439636,873657390,85801696,211181761,273036618,4329039737,209564613,170488542,1292563600234754050
Λαζαρίδης Βασιλείου Μακάριος,Λαζαρίδης,Λαζαρίδης Μακάριος,ΝΔ,mvlazaridis,3097166903,516711934,728288332522852352,218604962,67025441,86821971,599551221,837310610845151236,2422563438,1513221848,3261773242,2484004099,834496186681851907,195555457,1171239400543592449,352609986,1176737708,292603103,1232654279774699520,72107859
Κωτσός Κωνσταντίνου Γεώργιος,Κωτσός,Κωτσός Γεώργιος,ΝΔ,KotsosGiorgos,2808117376,478713193,16424671,3344368769,196423708,1189170801532198918,1161045320400343040,945560184218439680,184438371,328693514,1179864179580309521,28192167,3494681255,332638081,27640444,816346604,3479186848,2978855303,346660353,934421919637671936
Σκόνδρα Κωνσταντίνου Ασημίνα,Σκόνδρα,Σκόνδρα Ασημίνα,ΝΔ,AsiminaSkondra,1466870311,158141476,262748481,114052082,1020770724372508672,1257075578,1117641174,581989906,117748530,41573689,1611575114,3369813604,398055746,2357800645,3346456001,390103979,2881365197,1337892753833914369,1346006174144069632,1280599106734501888
Τσιάρας Αλεξάνδρου Κωνσταντίνος,Τσιάρας,Τσιάρας Κωνσταντίνος,ΝΔ,tsiaras_kostas,91224227,448596257,2617584281,576422458,193676448,807444324,520526774,478201437,1092949177217236993,974974055731355654,752433791977783296,394530226,1140532082826993665,1043887499381288963,1540671180,3002921249,4851722019,2424778961,1340978083,1358953786040061955
Τζηκαλάγιας Γεωργίου Ζήσης,Τζηκαλάγιας,Τζηκαλάγιας Ζήσης,ΝΔ,,919485235267538944,197045865,897751001184301056,375154264,2601559922,196245026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκίκας Σωτηρίου Στέφανος,Γκίκας,Γκίκας Στέφανος,ΝΔ,STEFANOS_GIKAS,17166819,2388876601,211640961,969181551392100353,64119625,216917939,98930752,85638622,198471646,35270293,773629071599296513,217760692,97937810,342148653,17167373,3314669037,1574493512,2797671489,318528703,356549867
Καππάτος Σπυρίδωνος-Διονυσίου Παναγής,Καππάτος,Καππάτος Παναγής,ΝΔ,pkappatos,1460894953,290279982,52292633,378340913,781783622290382848,277932466,2779141602,570319895,812053808,1245614727704629252,55688970,1346983357825970176,196566558,2248609212,54552447,243941972,2894686395,3163891975,1067220726858436609,3335406983
Γεωργαντάς Παύλου Γεώργιος,Γεωργαντάς,Γεωργαντάς Γεώργιος,ΝΔ,georgantasgr,186721658,76558202,217566159,3167761413,1150728876424867840,154841338,128238247,100443735,31079959,106913027,190214691,4012883254,65686054,899768773338648576,259754173,221834388,2182052317,311988375,177980797,608730303
Βρυζίδου Παναγιώτη Παρασκευή,Βρυζίδου,Βρυζίδου Παρασκευή,ΝΔ,Vrizidou_Vicky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αμανατίδης Ισαάκ Γεώργιος,Αμανατίδης,Αμανατίδης Γεώργιος,ΝΔ,amanatidis_g,870038515,536211431,431662930,1048264682,2192270316,738908605278212096,58963183,33892779,204002431,500413534,266847638,386274012,1174122344,852284732,33181958,1205419430781628416,939878891254173696,1251770518526668801,529314224,47570781
Παπαδόπουλος Γεωργίου Μιχάλης,Παπαδόπουλος,Παπαδόπουλος Μιχάλης,ΝΔ,papadopoulosmix,850507814023942144,406577691,21748669,44860919,573498801,918946510410313729,36352707,486577964,2281016088,36968061,188759348,988422621397123074,40071977,19573588,17865999,914170504763895808,145257180,470412567,71498257,111099915
Κωνσταντινίδης Κωνσταντίνου Ευστάθιος,Κωνσταντινίδης,Κωνσταντινίδης Ευστάθιος,ΝΔ,Stathis_Konst,382831973,46947408,92440646,1233126312664952832,3048525153,719589121098911744,1732921,2533768154,66942399,435164131,1144475705029173248,210370528,95953102,817409040091320320,61679370,545997015,599944061,15959201,180978922,181325237
Σούκουλη - Βιλιάλη Δημητρίου Μαρία Ελένη (Μαριλένα),Σούκουλη,Σούκουλη Μαριλένα,ΝΔ,msoukouli,602845284,166130535,483847257,2860297153,372184483,4067898129,1318665666,329276577,3347700269,490569577,1241345871196966912,431970340,65028125,4266209481,2934104754,794523902085054464,2524793706,2872217289,532201509,173268608
Ταγαράς Χρήστου Νικόλαος,Ταγαράς,Ταγαράς Νικόλαος,ΝΔ,TagarasNikos,829741650,1354736287,1077900450,552151981,2504061697,21654734,3926413755,887024595810865152,2327926495,1332655317772070914,1231945856540004353,736358367397072897,795731657970057216,737387004510535681,188713042,967335287746523136,1463837438,1678862564,2722789127,613869846
Δήμας Σταύρου Χρίστος,Δήμας,Δήμας Χρίστος,ΝΔ,ChristosDimas_,20,774418437921615872,510948637,31316512,844354543,18010184,48381010,94492840,37685748,769763594778972160,17921273,50004227,1357824452,1028832063565180929,2294957064,294657894,280695532,3080351291,11275332,65873406
Βρούτσης Βασιλείου Ιωάννης,Βρούτσης,Βρούτσης Ιωάννης,ΝΔ,vroutsisgiannis,3064827747,189265560,858649090556661761,1319184444,388590620,312806760,577853437,143906269,1338734561296052224,2387426904,2715842213,1085178604592529409,1682784894,2386112211,2813657369,2572059711,1514557837,2954637538,917818768864239616,1620442303
Μονογυιού Αικατερίνη,Μονογυιού,Μονογυιού Αικατερίνη,ΝΔ,MonogiouKateri1,336792199,3318099993,4789678169,24686215,4127454827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Φόρτωμας Αριστοτέλη Φίλιππος,Φόρτωμας,Φόρτωμας Φίλιππος,ΝΔ,,330231808,1113891383167860736,3061616530,352990958,2831206293,1215149634085183488,26770326,452454621,0,0,0,0,0,0,0,0,0,0,0,0
Κρητικός Δημοσθένη Νεοκλής,Κρητικός,Κρητικός Νεοκλής,ΝΔ,neokliskritikos,8864812,2485803542,19133192,1052290637993635841,882944147572887553,3248126918,759872462158983168,3603931,103793309,279574627,246883860,3383328263,593918371,199525513,294125962,160291965,435314441,1233786573008908289,1341050256889438208,2446181565
Δαβάκης Παναγιώτη Αθανάσιος,Δαβάκης,Δαβάκης Αθανάσιος,ΝΔ,adavakis,716273984,444707209,36299963,402805508,2272110652,2467575438,267177077,141351613,246186397,2896245436,488737301,1342444956,393291217,446418388,512295996,309175824,3124971521,1378040478088724481,2966587359,371196494
Κέλλας Αχιλλέα Χρήστος,Κέλλας,Κέλλας Χρήστος,ΝΔ,kellas_xristos,2535761,3288512770,22127405,1126116680,24821882,42136062,14247930,21690691,241508524,402221445,1241719340,465847104,1150067495254003712,915483114,23507891,286427886,214171985,112896194,222427397,194258718
