Name (Long),Surname,Name,Party,Twitter Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10,Result 11,Result 12,Result 13,Result 14,Result 15,Result 16,Result 17,Result 18,Result 19,Result 20
Μπίζιου Νικολάου Στεργιανή (Στέλλα),Μπίζιου,Μπίζιου Στέλλα,ΝΔ,BiziouStella,56786200,759834368168910849,869767003,1221919877176471552,1291853201717723137,3055626573,777464787798286336,998121118002278400,735902907502100480,2483784742,1229461411828555777,1084531125370916865,1241437322165567488,937603404,968898858033049600,1297911034586505217,620476124,54970324,1330249631733870598,1122910941971140608
Χαρακόπουλος Παντελή Μάξιμος,Χαρακόπουλος,Χαρακόπουλος Μάξιμος,ΝΔ,pantamaximos,2969916503,2388140941,1217941440,1254402160206503938,389766202,3388723744,1313504663921197056,318043770,563916233,934870333005459458,999742314812669954,1646131441,39027280,0,0,0,0,0,0,0
Πλακιωτάκης Ιωσήφ Ιωάννης,Πλακιωτάκης,Πλακιωτάκης Ιωάννης,ΝΔ,g_plakiotakis,558383750,75650174,780052610522947584,1033869776,704757540219912192,2608562533,107265799,3323307231,0,0,0,0,0,0,0,0,0,0,0,0
Αθανασίου Χριστόφα Χαράλαμπος,Αθανασίου,Αθανασίου Χαράλαμπος,ΝΔ,XarAthan,1088970967,880033291,2591503675,2495322266,103608120,198918336,545516335,2228554512,434327352,1623181272,35453950,517875912,812762451485818881,230836510,53700015,421787378,1192655092400283648,703958160,711712332,38287046
Καββαδάς Ιωάννη Αθανάσιος,Καββαδάς,Καββαδάς Αθανάσιος,ΝΔ,,803384776904310784,3310421277,2826866269,259837864,2991798161,1174094851819933698,1008802278,1270993747724001280,1276535842853527552,3380188859,2963311883,163605312,1608733141,2915268573,2721257043,1044349778732158976,1098904843,1338764379983056896,424445138,2838018335
Μπουκώρος Γεωργίου Χρήστος,Μπουκώρος,Μπουκώρος Χρήστος,ΝΔ,chboukoros1,982264362,455693640,570306000,2148697572,3311683973,2572861487,45019390,245476059,0,0,0,0,0,0,0,0,0,0,0,0
Μαραβέγιας Αριστοτέλη Κωνσταντίνος,Μαραβέγιας,Μαραβέγιας Κωνσταντίνος,ΝΔ,maravegiaskost,3044931299,2997322472,804278366,269684927,497655758,1209335136,1485904891,474055526,70414220,411338835,1295341847229992960,1129565951903580160,892819699280596992,849796183,1251918979783970817,1491582601,749887963589476352,1379813502,930263352,2320613063
Μακρή Μιχαήλ Ζωή (Ζέττα),Μακρή,Μακρή Ζέττα,ΝΔ,zettamakri,394789620,406184971,19286901,24900072,37306154,418730174,2864519324,954239454905958401,930779723734454272,3313458975,210886146,4041752056,290403925,2361664155,408691245,1106188040878329858,41638376,1191290858802470913,265321195,866123346
Λιούπης Κωνσταντίνου Αθανάσιος,Λιούπης,Λιούπης Αθανάσιος,ΝΔ,,493179077,274684991,612887428,754356278529552384,391866590,2856825257,2409495384,1275390618689306624,1133649665948303361,0,0,0,0,0,0,0,0,0,0,0
Μαντάς Παντελή Περικλής,Μαντάς,Μαντάς Περικλής,ΝΔ,periklismantas,714604086696390656,194167344,2551933238,14827387,21220068,22896012,2158719781,17258075,8551592,1325907785868046337,50047445,21501810,300624305,2964789833,553583715,201925747,1581212172,738587695,175794738,2799628027
Λαμπρόπουλος Δημητρίου Ιωάννης,Λαμπρόπουλος,Λαμπρόπουλος Ιωάννης,ΝΔ,,3069905351,35445110,885533897118937089,17278854,479048466,2853070600,1381377223,580054555,823731948,4454410452,4859773908,1008225044,466018114,1547034692,410130538,134308951,1150453379111489536,427777994,69279617,326788297
Σαμαράς Κωνσταντίνου Αντώνιος,Σαμαράς,Σαμαράς Αντώνιος,ΝΔ,samaras_antonis,17348942,1091896222967721984,421679071,40335855,20906961,1063250616,952977804316069890,76741269,83656002,48243532,2726342506,946638204215599104,482080447,953326361569046529,45772573,1211326287874183175,32347073,44607743,942638747748675584,953559933521362944
Χρυσομάλλης Παναγιώτη Μιλτιάδης (Μίλτος),Χρυσομάλλης,Χρυσομάλλης Μίλτος,ΝΔ,chrysomallism,24399357,3405878033,114893190,2256705845,1491570259,547834871,1073052588613033985,2256937246,2264762654,228201950,39711254,928144413385207808,1249854434,269026308,754354478132891648,212124271,964776142074011648,326101563,208662617,0
Τσιλιγγίρης Γεωργίου Σπυρίδων (Σπύρος),Τσιλιγγίρης,Τσιλιγγίρης Σπύρος,ΝΔ,,2369756903,2637359961,223499845,167364987,502348056,329161950,784701919059120128,1014955433256194048,724563150117474304,941659626088685569,2389848594,960123910523097089,4646995575,0,0,0,0,0,0,0
Σταμενίτης Ευαγγέλου Διονύσιος,Σταμενίτης,Σταμενίτης Διονύσιος,ΝΔ,dionstamenitis,321363939,398741396,401417221,3104941695,1112319658202402817,1296711856057352193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Καρασμάνης Αθανασίου Γεώργιος,Καρασμάνης,Καρασμάνης Γεώργιος,ΝΔ,,3424506501,212713296,185536806,1721779122,1193243508016132096,832489615982407680,871239625087434752,2299535919,3063361155,2491849918,1060768485809090562,1883706578,750966241641267200,415733473,1256916514478817291,548302050,123542823,3437116546,1238039428834222080,1155507389338046465
Βασιλειάδης Νικολάου Βασίλειος (Λάκης),Βασιλειάδης,Βασιλειάδης Λάκης,ΝΔ,lakis_vas,1183515132,183601786,706546285302644737,2674742689,987653762,1893865482,477899401,3361876305,423041359,21196611,3348651165,296518709,71838935,323182597,546590633,492317579,126260152,172288178,368558362,552610698
Μάνη-Παπαδημητρίου Ευαγγέλου ΄Αννα,Μάνη-Παπαδημητρίου,Μάνη-Παπαδημητρίου ΄Αννα,ΝΔ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπαραλιάκος Ελευθερίου Ξενοφών (Φώντας),Μπαραλιάκος,Μπαραλιάκος Φώντας,ΝΔ,fbaraliakos,340183590,1326488229974044672,472202784,3365089150,189813062,4026999334,301365403,0,0,0,0,0,0,0,0,0,0,0,0,0
Χιονίδης Γεωργίου Σάββας,Χιονίδης,Χιονίδης Σάββας,ΝΔ,HionidisSavvas,888762865,98304421,1730023159,1347066996169592832,253951082,1161375241609916416,2605916496,957862332742414336,1100172295111352323,3077008486,2294007017,2647251266,587277698,739160977,3884153415,1037752963,216285407,4333459397,1025754313283588097,1739125621
Γιαννάκης Κωνσταντίνου Στέργιος,Γιαννάκης,Γιαννάκης Στέργιος,ΝΔ,stergiannakis,866074368,2967803363,42273303,1354231338,162655429,899294281625735168,857944551994032130,2471576767,1220266827181383680,969593659523026944,723454281001623552,793082092162867200,2197060021,2702750752,308612805,262885618,892728374,42988116,1742171,1510395854
Κεφαλογιάννης Αχιλλέα Ιωάννης,Κεφαλογιάννης,Κεφαλογιάννης Ιωάννης,ΝΔ,gkefalogiannis,2441261875,562182659,1459149356,68216671,196187713,3004099498,1131989804328079362,167114779,1303637542542209024,857802228,32475593,1299029817581592577,1167243385364721664,1333802242688729156,1182008969075843078,1082028619445256192,1056285500896657408,1182723169540550657,356952269,2948876673
Στυλιανίδης Στυλιανού Ευριπίδης,Στυλιανίδης,Στυλιανίδης Ευριπίδης,ΝΔ,e_stylianidis,2413938919,223604767,1614767336,24935576,150758849,993266724,1026179816637321216,2902231005,1328039277431824384,1276280370,3325309377,401987850,222795221,2359741890,1224400562046808064,148366195,1352742579553652736,144969595,959869285656092673,197095046
Στεφανάδης Ισιδώρου Χριστόδουλος,Στεφανάδης,Στεφανάδης Χριστόδουλος,ΝΔ,ChStefanadis,849094652,1110678030874300416,46736959,1156130839182360576,3245931819,2178418416,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Λεονταρίδης Χρήστου Θεόφιλος,Λεονταρίδης,Λεονταρίδης Θεόφιλος,ΝΔ,The_Leontaridis,540694975,189008473,155009276,36633399,2961881429,2762569495,3437752881,3251364503,3179136693,2528293621,948338734805798912,4650971115,76106870,932678059475591169,4144384283,2430806090,1266541818,1289169693987700736,341554535,460496880
Καραμανλής Αχιλλέα Κωνσταντίνος,Καραμανλής,Καραμανλής Κωνσταντίνος,ΝΔ,karamanlis_k,710959429563375616,160870812,2968499711,454748187,17741665,1200100104142807049,1156609842888552448,21094640,1016701366276952064,406937215,899625834474074113,68453690,167943135,53049690,4100108075,769097153163694080,168835397,27640444,3349807017,737778714902188033
Αραμπατζή Αθανασίου Φωτεινή,Αραμπατζή,Αραμπατζή Φωτεινή,ΝΔ,ArampatziFotini,1286624513719926784,1182722808264249344,182897161,537431019,975496040286531584,164471730,90239694,2652864071,41610596,2364575606,363621939,552601379,53007869,598309354,285120827,218496416,47307753,3360858267,192161774,2486318915
Χατζηβασιλείου Γεωργίου Αναστάσιος (Τάσος),Χατζηβασιλείου,Χατζηβασιλείου Τάσος,ΝΔ,tasos_chatziv,1474152726,474756525,36429051,1376978103428395009,931222523429228545,1306348934147776512,2734633928,1240655460337926145,56671322,1266036903649959937,2420209230,983882900419502080,388448733,845995568228962304,1326492267046178816,1052462054039347200,126398350,1139630665085988865,324289777,1231538372277129221
Λιούτας Αχιλλέως Αθανάσιος,Λιούτας,Λιούτας Αθανάσιος,ΝΔ,,24131426,228226105,231076444,65332641,961009409613688833,35957184,862773028958208007,963230737,3244840713,783659220885536768,88022615,2578551905,2460219502,3023477279,3386678801,922234790048354305,1187020941915766786,1618472772,973544984,229588717
Σκρέκας Θεοδώρου Κωνσταντίνος,Σκρέκας,Σκρέκας Κωνσταντίνος,ΝΔ,KostasSkrekas,3041226449,133556658,340559558,957220082329030662,1146461486501584896,1364118661,1254162142493847557,1348931240,2246156431,3040711529,313065954,2428569156,1294194777479618561,3130459486,3068875685,436032491,69142364,1375055787945496580,1089166579,3033918423
Παπακώστα - Παλιούρα Δημητρίου Αικατερίνη (Κατερίνα),Παπακώστα,Παπακώστα Κατερίνα,ΝΔ,papakostakater,2338228428,365940969,29970013,299557435,317708566,2360139733,1370309689,2226780270,185584459,4902250149,729940506537512961,3111662459,1346779786769801216,87567357,947654780,3291065856,787599028242542592,540732916,3005104996,633815947
Οικονόμου Δημητρίου Ιωάννης,Οικονόμου,Οικονόμου Ιωάννης,ΝΔ,joikonomou,3622786396,4908962195,2182515902,2556891752,996831520089346049,451432704,808064294604730368,227370267,817071156213743617,724302686,1137790395172106240,2198690684,2997584578,1726110541,793396787222544384,166001705,721036518,245284584,1140395602293022720,1304906008142188545
Σταϊκούρας Κωνσταντίνου Χρήστος,Σταϊκούρας,Σταϊκούρας Χρήστος,ΝΔ,cstaikouras,84853888,2462897486,2829820031,1326672306,4497476069,80822075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κοτρωνιάς Νικολάου Γεώργιος,Κοτρωνιάς,Κοτρωνιάς Γεώργιος,ΝΔ,,3022945600,536575636,3585015076,1364285991645818884,490071741,888701294936039425,3226958439,36346523,3642855615,1053725196203495424,359833532,4727323643,102024761,1089697843907055619,123300897,199835668,2238709251,1377526855725682689,0,0
Χειμάρας Αθανασίου Θεμιστοκλής (Θέμης),Χειμάρας,Χειμάρας Θέμης,ΝΔ,T_Cheimaras,1291194570,2181688916,1573795190,2205560706,831139680460668928,3177286257,313167622,1896931392,1360891419804729349,712374136,0,0,0,0,0,0,0,0,0,0
Αντωνιάδης Δημητρίου Ιωάννης,Αντωνιάδης,Αντωνιάδης Ιωάννης,ΝΔ,GIANNISFLORINA,14418940,12191852,286902743,1295482230,2420941536,3373026165,1265383075468451842,994093154,727065013295431680,2789050818,111819843,2600677508,71213415,129795222,191974729,16213527,2393190734,30202374,26945306,1272105868583149568
Μπούγας Δημητρίου Ιωάννης,Μπούγας,Μπούγας Ιωάννης,ΝΔ,ioannis_mpougas,1014343774745477120,584544457,2739142964,20519131,156591663,1680360206,1020094189,591969745,875469962,513806652,411553402,340386392,449462002,1251644730,1274989022427975680,841629943977013248,954279362643177472,279007955,1175620746854326273,1158222060763566080
Βαγιωνάς Κωνσταντίνου Γεώργιος,Βαγιωνάς,Βαγιωνάς Γεώργιος,ΝΔ,GVagionas,276405067,2955647698,367248116,1131416173323608064,1375834760698814467,1590323178,477024524,395521376,939024510279327744,71228707,2451045392,2203278944,1968363547,1156958738684796929,409811045,464804270,952360337059139584,988027351048118273,716470239,266105900
Διγαλάκης Βασιλείου Βασίλειος,Διγαλάκης,Διγαλάκης Βασίλειος,ΝΔ,vdigalakis,1329291200,42244614,634391614,55530782,914471984532213760,448210492,1150483637558808576,1162970378609864704,1045882224363548673,955489184386514949,444694740,2388467620,2901314521,401458832,2507646305,534462436,924923654,1250440376759943169,772339792348602368,871346578778447872
Μπακογιάννη Κωνσταντίνου Θεοδώρα (Ντόρα),Μπακογιάννη,Μπακογιάννη Ντόρα,ΝΔ,Dora_Bakoyannis,28328692,819306805952069632,2419191006,13766852,2446639550,235484192,102620268,110985152,86195243,1188261963555573760,3750525453,799304366880591874,2739854572,1926819355,244871359,57464082,299838653,243118306,2842509598,4157392336
Βολουδάκης Γεωργίου Μανούσος - Κωνσταντίνος,Βολουδάκης,Βολουδάκης Κωνσταντίνος,ΝΔ,MVoloudakis,254630692,21152451,337970011,49734152,170234941,257221868,4891527095,56563395,1878692599,1138554233068953600,1185154621834182656,1710630362,1222168617841823746,265901152,390344804,826431372,2669322983,935546484,1249871586,712643682885873664
Μηταράκης Αντωνίου Παναγιώτης (Νότης),Μηταράκης,Μηταράκης Νότης,ΝΔ,nmitarakis,250518647,156490454,281348641,193883130,262946641,892690740,583853474,1040065974,1364304788,2790452589,1482385663,989002183,182748859,51471341,3357942543,388586469,89541147,138269968,0,0
Αχτσιόγλου Θεμιστοκλή Ευτυχία,Αχτσιόγλου,Αχτσιόγλου Ευτυχία,ΣΥΡΙΖΑ,E_Achtsioglou,1051860153191096321,735101210596933633,4384126102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βασιλικός Νικολάου Βασίλειος (Βασίλης),Βασιλικός,Βασιλικός Βασίλης,ΣΥΡΙΖΑ,,815615627012489216,741026649437786114,42481871,3138139301,73494278,174468544,1116546864,19077600,992391589325570048,2311899253,3521868797,1155788645770641408,1351300051067416578,1114571045082628096,1339161782032674816,60669122,461352147,399645472,170268111,722649002
Σκουρλέτης Βασιλείου Παναγιώτης (Πάνος),Σκουρλέτης,Σκουρλέτης Πάνος,ΣΥΡΙΖΑ,pskourl,408566492,1197470966,1333510407227641857,1615235630,4068769780,3384287511,3739230568,1025786210046959617,1615250010,2199920172,0,0,0,0,0,0,0,0,0,0
Φλαμπουράρης Γερασίμου Αλέξανδρος,Φλαμπουράρης,Φλαμπουράρης Αλέξανδρος,ΣΥΡΙΖΑ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Φίλης Αριστοτέλη Νικόλαος,Φίλης,Φίλης Νικόλαος,ΣΥΡΙΖΑ,nikosfilis1,36102982,163266407,395648979,200411478,53178109,1161649331214200834,41839386,135109499,729026629842821120,2263385099,1297709218141798401,1330778580,2767632659,296326798,236024178,1697031524,406877929,2969679155,1860605700,1053604410
Τζανακόπουλος Μόσχου Δημήτριος,Τζανακόπουλος,Τζανακόπουλος Δημήτριος,ΣΥΡΙΖΑ,d_tzanakopoulos,603776213,801812686954725377,822923101,722469865,410780421,283988426,1297878702882250752,0,0,0,0,0,0,0,0,0,0,0,0,0
Βερναρδάκης Δημοσθένη Χριστόφορος,Βερναρδάκης,Βερναρδάκης Χριστόφορος,ΣΥΡΙΖΑ,ChVernardakis,1286652997,801796590117801984,136546101,159734243,187136305,808561292084740096,1267413354,897456115826425856,2657476747,2318491456,846039442158706688,326649397,486793067,480217733,0,0,0,0,0,0
Βούτσης Γεωργίου Νικόλαος,Βούτσης,Βούτσης Νικόλαος,ΣΥΡΙΖΑ,,87967123,722850729036161025,1330102960337063937,209280241,1254160315505422338,1325360913550106624,1356910142785224705,304001468,1331013597619740677,844229970,1008258902,705119251556917248,3319897281,2274740837,980168706482417665,3373335267,751853850,39256191,2403554957,428109596
Ζαχαριάδης Εμμανουήλ Κωνσταντίνος,Ζαχαριάδης,Ζαχαριάδης Κωνσταντίνος,ΣΥΡΙΖΑ,CZachariadis,33922287,579728978,874452064960753664,505443733,987782319325900800,16933313,204069781,1529721186,317349574,118713496,473936590,37679333,76091314,3022397266,310148328,24003563,220803518,3253748337,1683388171,411379849
Κατρούγκαλος Στέλιου - Παναγιώτη Γεώργιος,Κατρούγκαλος,Κατρούγκαλος Γεώργιος,ΣΥΡΙΖΑ,gkatr,42008209,717935681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ξενογιαννακοπούλου Διονυσίου Μαρία - Ελίζα (Μαριλίζα),Ξενογιαννακοπούλου,Ξενογιαννακοπούλου Μαριλίζα,ΣΥΡΙΖΑ,marilizaxen,1224671498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσακαλώτος Στεφάνου Ευκλείδης,Τσακαλώτος,Τσακαλώτος Ευκλείδης,ΣΥΡΙΖΑ,tsakalotos,2975032769,3363950643,1349804335711088648,965356760667181057,738057333671100416,729774897027796992,302554464,1338919344177377281,0,0,0,0,0,0,0,0,0,0,0,0
Καφαντάρη Φωτίου Χαρούλα (Χαρά),Καφαντάρη,Καφαντάρη Χαρά,ΣΥΡΙΖΑ,,1101308377,1342667653,206411474,295094207,3334809148,3107581804,1363190154924593161,1527167204,23649186,1203187777619288064,1376165903356805123,480782647,242254921,361169950,3338554295,3339476019,971196651934289921,403929881,3361455899,3000386225
Παπαχριστόπουλος Θεμιστοκλή Αθανάσιος (Θανάσης),Παπαχριστόπουλος,Παπαχριστόπουλος Θανάσης,ΣΥΡΙΖΑ,PapachristTh,198186969,3077057645,64166413,37071861,418906713,719393073415995393,317726361,1066259603736985600,1752120056,2432553776,2595210090,1357396675388715009,728610202820464641,294107899,309138243,1178276225510510592,38392398,300837909,1148397308842848261,257579211
Δραγασάκης Ανδρέα Ιωάννης,Δραγασάκης,Δραγασάκης Ιωάννης,ΣΥΡΙΖΑ,YDragasakis,806736306,293919629,226934018,2212480400,395434349,521652500,602665178,0,0,0,0,0,0,0,0,0,0,0,0,0
Βίτσας Αθανασίου Δημήτριος,Βίτσας,Βίτσας Δημήτριος,ΣΥΡΙΖΑ,dimitrisvitsas,566268086,30060753,1307441149456650241,199204298,141529593,733814528,910615292656717825,876948274258870276,1029385334,867717103,842928057929285632,151585353,273393923,2968170874,2986957851,889089727864983552,387567020,3253067229,181326854,1019419621
Παππάς Στυλιανού Νικόλαος,Παππάς,Παππάς Νικόλαος,ΣΥΡΙΖΑ,nikospappas16,1067748650485497862,574799823,855249397,33090677,6500162,20957491,5612432,37608464,30726383,14774443,3294572733,35534272,30591793,332253429,185434698,26919720,385055297,154314395,788770289211539457,2482518368
Μουζάλας Ευστράτιου Ιωάννης,Μουζάλας,Μουζάλας Ιωάννης,ΣΥΡΙΖΑ,imouzalas,97901368,4187615537,16241576,1270442064149348352,1352350503292854273,3361995233,1147359785601437697,1170668190533324800,2941563722,460512090,1203148393549385728,113352004,122449047,1376917272,60631051,418109118,713200514,1006847580,2880826509,88811183
Μπαλάφας Περικλή Ιωάννης,Μπαλάφας,Μπαλάφας Ιωάννης,ΣΥΡΙΖΑ,ybalafas,289094013,855526841930719232,2363660358,1728198787,75486073,26720858,185489508,79826753,258855102,622147266,243352711,1266586315,895429710406090754,764590393,744565351808176128,1117299786,1456135272,1963318266,500745038,2603945194
Φωτίου Βασιλείου Θεανώ,Φωτίου,Φωτίου Θεανώ,ΣΥΡΙΖΑ,TheanoFotiou,274629697,635843285,21211766,937707241,1373057330,216308562,611593617,1357956228,1172044980568961025,973986330836381699,117090155,1049132644959703041,987352538784714759,631973249,135565721,196363789,39268477,305011833,18406272,60365754
Χρηστίδου Δημητρίου Ραλλία,Χρηστίδου,Χρηστίδου Ραλλία,ΣΥΡΙΖΑ,Ral_Christidou,295057268,199636537,70252367,171176245,2204958782,846474905315147777,54340931,609590118,94094397,222603009,404436770,725401796894662656,2485045939,406460564,2560045073,1516782894,555123693,195039443,1208695050009534464,547763999
Δρίτσας Παναγιώτη Θεόδωρος,Δρίτσας,Δρίτσας Θεόδωρος,ΣΥΡΙΖΑ,,1099205119491653633,197120008,707744523435114496,394286000,1240209060,21379866,262886851,349132689,824450575,29790553,2353920026,415141051,505525728,3078029398,3362566059,1187344627,1229194080,713668297804365824,1175672142,1303709237131055105
Κασιμάτη Γεωργίου Ειρήνη (Νίνα),Κασιμάτη,Κασιμάτη Νίνα,ΣΥΡΙΖΑ,ninakasimati,848543173,318866130,216473094,357636374,2912967520,798375510,760389804773216256,986154332,265129581,718422233883009024,1281195030028390400,872211697502650368,2801755983,939422313107345408,1053269262,263759393,363332784,3003118115,453404958,1023230052333506560
Αλεξιάδης Ζαφειρίου Τρύφων,Αλεξιάδης,Αλεξιάδης Τρύφων,ΣΥΡΙΖΑ,,103709911,480368052,1976532169,472140877,2182954351,122753569,245981346,461820500,2776623824,1044127364,2298179734,1213413523,267256060,36964794,1511882695,1708491950,173412540,3428051637,3000169414,2358028658
Ραγκούσης Νικολάου Ιωάννης,Ραγκούσης,Ραγκούσης Ιωάννης,ΣΥΡΙΖΑ,gragkousis,963089125,370616013,391542048,2374393420,17962018,4866035075,3364215688,572469974,568499503,2484089458,1019183635,1204520203,161649528,2745880622,137812870,1144142263515328512,16526512,750961535225307136,387357852,2178509214
Σκουρολιάκος Λουκά Παναγιώτης (Πάνος),Σκουρολιάκος,Σκουρολιάκος Πάνος,ΣΥΡΙΖΑ,PanosSkourolia1,33652343,3936923243,1050706370,3314549765,744475701252866048,3524693356,385496419,866878659923255296,360867132,808402851273773056,1559317435,0,0,0,0,0,0,0,0,0
Σπίρτζης Παναγιώτη Χρήστος,Σπίρτζης,Σπίρτζης Χρήστος,ΣΥΡΙΖΑ,c_spirtzis,758622915965444096,933038260183592961,814955838615982081,2269217510,405770665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αθανασίου Ευθυμίου Αθανάσιος (Νάσος),Αθανασίου,Αθανασίου Νάσος,ΣΥΡΙΖΑ,nasosa8anasiou,1088970967,880033291,2591503675,2495322266,103608120,198918336,545516335,2228554512,434327352,1623181272,35453950,517875912,812762451485818881,230836510,53700015,421787378,1192655092400283648,703958160,711712332,38287046
Τσίπρας Ηρακλή Γεώργιος,Τσίπρας,Τσίπρας Γεώργιος,ΣΥΡΙΖΑ,giorgostsipras,2292454922,786537772987191296,334602996,982200698,916740984,799540921,2317618969,2294572579,2320531351,561791860,2997101480,2420632934,2412985527,3295578503,2381909425,2347593277,2362338770,2382332054,2402033828,2350073886
Βαρεμένος Βασιλείου Γεώργιος,Βαρεμένος,Βαρεμένος Γεώργιος,ΣΥΡΙΖΑ,GVaremenos,1179294218088599552,1148333346,722435209321439232,1000929072883564549,1230352517751545856,4479760454,1092437831962804224,960086854149267456,2377731331,0,0,0,0,0,0,0,0,0,0,0
Μωραΐτης Χρήστου Αθανάσιος (Θάνος),Μωραΐτης,Μωραΐτης Θάνος,ΣΥΡΙΖΑ,thanos_moraitis,57189631,115016172,16439885,18870457,92010058,2732230884,1039188503727415296,136330606,48461971,301277180,1039965197799174144,437718510,1596818018,254238145,459787968,43061066,90895669,746388429328519168,1223259835828801537,1191021588
Γκιόλας Δημητρίου Ιωάννης,Γκιόλας,Γκιόλας Ιωάννης,ΣΥΡΙΖΑ,,975045262698799104,1238342017,405527994,479433324,1364917097768321029,1329101138575175681,1323632427437273088,853248134490853376,0,0,0,0,0,0,0,0,0,0,0,0
Παπαηλιού Ηλία Γεώργιος,Παπαηλιού,Παπαηλιού Γεώργιος,ΣΥΡΙΖΑ,,115442632,2659620257,380362276,1236106524994527233,322218524,2978270579,2712413368,1093880581274906624,42922934,31358078,4336777101,1333732688981864449,49271217,862291229639413761,835392936,74487547,3044575404,1266032289567432704,270951762,1326272162349666304
Γεροβασίλη Βασιλείου Όλγα,Γεροβασίλη,Γεροβασίλη Όλγα,ΣΥΡΙΖΑ,olgagerovasili,2823758865,2786227298,758630137898369024,804362808,849628700,2917579895,434513817,958058742439915520,911308230365794305,2719522101,1324766835250778113,2555107015,2951232719,2949191757,1199642882501730304,0,0,0,0,0
Αναγνωστοπούλου Πέτρου Αθανασία (Σία),Αναγνωστοπούλου,Αναγνωστοπούλου Σία,ΣΥΡΙΖΑ,sia_anag,163417329,807667796,1318064216125829120,2427879955,3111567483,1972898623,226941107,311317308,288220182,127483235,50276452,2886932105,75836121,2214428960,3859626567,128645160,30659591,195807368,1199262998164131840,1032879791031103488
Μάρκου Βασιλείου Κωνσταντίνος,Μάρκου,Μάρκου Κωνσταντίνος,ΣΥΡΙΖΑ,,314467617,18135016,248966400,330606730,10193482,853647139775418373,52198733,20416787,4857776578,95403362,213677924,108271447,1031320994,1603980595,141386555,332845555,963478299166105600,371372437,2575747646,925625472276459520
Τσίπρας Παύλου Αλέξιος,Τσίπρας,Τσίπρας Αλέξιος,ΣΥΡΙΖΑ,atsipras,2292454922,786537772987191296,334602996,982200698,916740984,799540921,2317618969,2294572579,2320531351,561791860,2997101480,2420632934,2412985527,3295578503,2381909425,2347593277,2362338770,2382332054,2402033828,2350073886
Πούλου Λεωνίδα Παναγιού (Γιώτα),Πούλου,Πούλου Γιώτα,ΣΥΡΙΖΑ,GIOTAPOULOU,1456706064,45580676,1073652661,776287214,4904229878,1258001101888139264,949726472595558400,11140832,262839159,252207927,2318077362,877232178,209541975,2213855436,3006493769,318539284,431573301,322754879,1164120798,230410673
Ξανθόπουλος Σάββα Θεόφιλος,Ξανθόπουλος,Ξανθόπουλος Θεόφιλος,ΣΥΡΙΖΑ,Xanthopoulosth,1259113441,18766647,40511298,1159497009746853890,382510932,628225789,789151261,258656633,418301445,2230763562,278066726,3462532583,2748986937,902625980,56345995,76122705,259169521,411021687,18151414,626444809
Σαντορινιός Κωνσταντίνου Νεκτάριος,Σαντορινιός,Σαντορινιός Νεκτάριος,ΣΥΡΙΖΑ,nectarsant,17991384,76615272,101310516,90883983,807241693078634497,1315925450036776960,1303299957890232321,1675277185,601325144,1368228485722996739,922503056,838642819128438784,987018214642257921,356760997,2321688348,796089560618901507,963747264,1001599556889513984,970807973214851072,1941293892
Γκαρά Γεωργίου Αναστασία (Νατάσα),Γκαρά,Γκαρά Νατάσα,ΣΥΡΙΖΑ,NatasaGkara,31388874,208461147,386208182,849731759004540928,583853188,4344130402,316408364,175082866,593673874,3368103579,41476215,868760964,2733982155,2715047999,895350045108834304,1254493881820798976,1348925244489289729,1279922971482697728,2270404621,762624745749745664
Αποστόλου Δημητρίου Ευάγγελος,Αποστόλου,Αποστόλου Ευάγγελος,ΣΥΡΙΖΑ,vag_apos,63133,85991427,4658559769,705083435224850433,93266570,87303697,14221315,108655330,466669279,582685506,2418648242,248915728,1658719262,44457325,2857889170,104758447,29154240,48339483,350125608,1101863549595537408
Χατζηγιαννάκης Ευαγγέλου Μιλτιάδης,Χατζηγιαννάκης,Χατζηγιαννάκης Μιλτιάδης,ΣΥΡΙΖΑ,,2727717736,422015833,1302931965696512000,1173541487688212481,610836191,1086138091134435329,3321020709,399322638,2393539915,510986998,3380945788,600431266,1376094029478236165,3982236196,0,0,0,0,0,0
Καλαματιανός Χρήστου Διονύσιος-Χαράλαμπος,Καλαματιανός,Καλαματιανός Διονύσιος-Χαράλαμπος,ΣΥΡΙΖΑ,dckalamatianos,89160217,116051247,1016743004,142820068,245928670,156321439,1255835760042934272,117210315,2228871484,3890190977,2475600066,879831303780261888,571063590,1359900836009287683,99060374,499550898,25172330,23375734,558796473,139995089
