Name (Long),Surname,Name,Party,Twitter Handle,Result 1,Result 2,Result 3,Result 4,Result 5,Result 6,Result 7,Result 8,Result 9,Result 10,Result 11,Result 12,Result 13,Result 14,Result 15,Result 16,Result 17,Result 18,Result 19,Result 20
Χατζηδάκης Διονυσίου Διονύσιος,Χατζηδάκης,Χατζηδάκης Διονύσιος,ΝΔ,,434832879,2547975721,304089872,466548630,304264583,92625826,3332442879,1311342025581760512,3354119122,4026842307,403433916,41984916,3070784105,769552040229998592,1067836594374217728,936858924816277504,934518200880058369,2668415157,1149270982038904833,1313381497236267008
Δούνια Δημητρίου Παναγιώτα (Νόνη),Δούνια,Δούνια Νόνη,ΝΔ,NoniDounia,1114973724929867776,4492586746,2573357154,3097057389,1010602720632475652,1115256224,929503189,3066009454,0,0,0,0,0,0,0,0,0,0,0,0
Κατσαφάδος Ιωάννη Κωνσταντίνος,Κατσαφάδος,Κατσαφάδος Κωνσταντίνος,ΝΔ,katsafados,370598533,395237495,4862453039,910121433375834117,792356640062308356,994701598294233088,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπουτσικάκης Ιωάννη Χριστόφορος - Εμμανουήλ,Μπουτσικάκης,Μπουτσικάκης Εμμανουήλ,ΝΔ,BoutsikakisChr,3119428828,4548596854,3928332508,3387477441,828700990366957572,787313151326945280,4000744871,903703658503835649,0,0,0,0,0,0,0,0,0,0,0,0
Μελάς Παναγιώτη Ιωάννης,Μελάς,Μελάς Ιωάννης,ΝΔ,yiannismelas,197613052,220719914,1202156022523191296,953517373780316160,979613589781741568,2811467291,3291027160,3642507803,3700814861,997541839661076482,4063096169,1666093759,2885709767,1275736376068247553,1324685808528322561,960075292239912960,791875542949715968,4449064709,3237554912,3134739045
Μανωλάκος Πέτρου Νικόλαος,Μανωλάκος,Μανωλάκος Νικόλαος,ΝΔ,manolakosnik,1246802753759952899,16258781,877230529199919104,1688852108,4908224267,2591985480,1319983275365060608,4537736247,387793587,2342295079,727927759499055105,730144579756929024,819296671800639492,1347464413876547584,4928415293,2378544955,0,0,0,0
Μαρκόπουλος Κωνσταντίνου Δημήτριος,Μαρκόπουλος,Μαρκόπουλος Δημήτριος,ΝΔ,markopoulosdimi,3121786540,900081984,1249817660889669633,819456033408086018,4892149667,3341853965,1084544382915756034,931247471027736578,1278050228688556032,1313860464162623488,941424751494533120,1416271380,1369640795284897793,1171815899462098944,951481289026211840,2941821581,1377300115149500416,1306085700090187776,1340408342456446978,962810825366036486
Τραγάκης Παναγιώτη Ιωάννης,Τραγάκης,Τραγάκης Ιωάννης,ΝΔ,,286775653,480650852,1218572949994852353,257105108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μαρτίνου Αθανασίου Γεωργία,Μαρτίνου,Μαρτίνου Γεωργία,ΝΔ,GeorgiaMartinou,132515571,22466220,1358183808235954176,4265137042,2554339097,2414919952,2490516813,1188361381789261830,3329543074,887538240,1269006658644201484,794881369314914304,866629609370132480,4524987263,1964770326,942297534726377472,4901332809,903132800777375744,292295453,1373359891256119314
Οικονόμου Αθανασίου Βασίλειος,Οικονόμου,Οικονόμου Βασίλειος,ΝΔ,OikonomouVasili,569513980,1470171481,265981780,2970360885,228938517,377899796,3008657578,773178856291307520,4352766208,1057069379177865216,2888028592,2608968467,333558355,457064699,1062741318982610944,314538527,996992459723956224,1030025102,1068314412614909952,622859654
Βλάχος Θεοδώρου Γεώργιος,Βλάχος,Βλάχος Γεώργιος,ΝΔ,Vlachos_G,24180861,743917727820058626,371179025,2974812665,706668846,1929067416,176401824,361853400,836126207838195713,1363207735391756291,1006691492436545537,2367252130,833748272950951936,768022624320495616,720613095,328597118,1017478242452885504,940599206795980801,1667564917,1124426944479625217
Βορίδης Χρήστου Μαυρουδής (Μάκης),Βορίδης,Βορίδης Μάκης,ΝΔ,MakisVoridis,913039229512552448,774687699664048128,955046301703557120,1112661043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπούρας Κωνσταντίνου Αθανάσιος,Μπούρας,Μπούρας Αθανάσιος,ΝΔ,athbouras,2976349222,379349143,319247209,4569505876,1139511020102311936,1162843320,1413614708,983668165606506497,548679379,720185221455417344,324876612,4695059456,805420288179576832,1699286545,1348137056611033090,1327595850218999810,1155557920454651910,2720287206,1243505712,1064254857765445632
Κώτσηρας Αναστασίου Γεώργιος,Κώτσηρας,Κώτσηρας Γεώργιος,ΝΔ,giorgoskotsiras,2445790562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Λιάκος Γεωργίου Ευάγγελος,Λιάκος,Λιάκος Ευάγγελος,ΝΔ,liakosev,18407854,1014020394,337638485,4342885889,3846632597,1351219305648631813,271831902,2776937125,492459857,1155765721030451201,1886679632,1554197352,701053642909028352,984341249376374784,2619754515,1082182534111338496,1299997733659570176,772122090149380097,1111252327472812032,1888008944
Λιβανός Διονυσίου Σπυρίδωνας-Παναγιώτης (Σπήλιος),Λιβανός,Λιβανός Σπήλιος,ΝΔ,SpiliosL,1031540621255868417,3027164211,1331610074029187072,736653947264487424,824717045862461440,1331027293184143361,1260105309533745152,729166799095336966,718793638596210690,931783167446585344,2897686871,720601276938088448,796353805512278017,4886113876,2982675766,1083911066,0,0,0,0
Σαλμάς Γεωργίου Μάριος,Σαλμάς,Σαλμάς Μάριος,ΝΔ,salmasmarios,335179820,728105337690034176,755326797760327680,1039155222503931904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Καραγκούνης Ανδρέα Κωνσταντίνος,Καραγκούνης,Καραγκούνης Κωνσταντίνος,ΝΔ,k_karagounis,805151138,735401987634827264,3043565907,549127982,1291340317,824373746026811392,1223960620686548993,814779806076325888,3620183242,3344309057,1302172008273391623,861546862184214528,707970708702371840,1335337135356907528,754382190604128256,3359288607,1007238307049336832,3297636836,1332765190165848065,576254669
Ανδριανός Σωτηρίου Ιωάννης,Ανδριανός,Ανδριανός Ιωάννης,ΝΔ,,1332998824101605380,734576739154833408,1363212414515372046,1355226089887584258,3641987775,819249191541211147,1118216761583837189,1236964133028888576,4920679607,1344764360762257408,1347685220829507584,797118401244172289,1054752061190033408,2833091802,706029793712742400,2931005440,955562007218016261,1052071522540670976,1213810898172694528,2594607852
Βλάσης Γεωργίου Κωνσταντίνος,Βλάσης,Βλάσης Κωνσταντίνος,ΝΔ,KostasVlasis,4396235415,402714886,272387865,771790236489805824,465921229,872669556,2546923966,1201961057817944064,1222261326816456713,2946304409,2923578299,865703257372598273,1228072265725759488,417063266,3152447861,2319602812,1956254814,1336611699370192896,859165568213102593,827810057723195392
Στύλιος Δημοσθένη Γεώργιος,Στύλιος,Στύλιος Γεώργιος,ΝΔ,gstylios,74694195,3078260214,1056860488116658176,839266088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αλεξοπούλου Μιχαήλ Χριστίνα,Αλεξοπούλου,Αλεξοπούλου Χριστίνα,ΝΔ,xrisalex,126143952,93629265,282486425,2596344709,167572986,2886925971,324851612,1093810724323897345,3169371485,4913046705,2569485777,2329900741,2694843255,2370663787,4641601163,1373670869613084674,507489429,4209308067,3110162349,1189778967546474498
Κατσανιώτης Ιωάννη Ανδρέας,Κατσανιώτης,Κατσανιώτης Ανδρέας,ΝΔ,katsaniotis,407091620,3014225398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσιγκρής Αντωνίου Άγγελος,Τσιγκρής,Τσιγκρής Άγγελος,ΝΔ,tsigris_angelos,409149518,1249009183892156417,1171538354732699648,1365234922823311364,388465028,1074269585631793152,1024735200272699392,1076900743,0,0,0,0,0,0,0,0,0,0,0,0
Φωτήλας Ασημάκη Ιάσων,Φωτήλας,Φωτήλας Ιάσων,ΝΔ,IasonFotilas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κουτσούμπας Βασιλείου Ανδρέας,Κουτσούμπας,Κουτσούμπας Ανδρέας,ΝΔ,kutsubad,563969004,3348899998,747439617381629952,906140284475637761,728152442735464448,1184542263273279494,1162655282306146304,808960237537554432,931937762776895489,2383642875,4459275400,1263502048693227520,1083479888,536687518,1065910595919233026,771374005026709504,3411316749,3289170044,2360878234,741366704681390081
Πάτσης Κωνσταντίνου Ανδρέας,Πάτσης,Πάτσης Ανδρέας,ΝΔ,patsis_andreas,825800511081295873,3995795494,4811536402,1366485065400782851,3438929140,1334585747706404864,1285492874839293952,270638450,1271797990651502593,2457898349,3246343307,4827336977,525690157,1178416449427267585,1132090303,1340962912412835840,1019134609941024768,783325529818689536,929415298209415173,2262556698
Μπλούχος Δημητρίου Κωνσταντίνος,Μπλούχος,Μπλούχος Κωνσταντίνος,ΝΔ,blouchosdrama,2973131037,1062753523249672192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παππάς Κωνσταντίνου Ιωάννης,Παππάς,Παππάς Ιωάννης,ΝΔ,pappas_ioannis,897524593044443137,403331236,3412230491,388478711,708756599515381760,337184096,784829310507024387,393354640,1042565076,3247424200,152572142,971404526073929728,2428423413,1067360760530116608,416644035,207653958,4212246885,3514681763,1358165834049462276,2976361648
Κόνσολας Νικία Εμμανουήλ (Μάνος),Κόνσολας,Κόνσολας Μάνος,ΝΔ,manoskonsolas,437388094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ιατρίδη Ιωάννη Τσαμπίκα (Μίκα),Ιατρίδη,Ιατρίδη Μίκα,ΝΔ,,2816230252,2890952985,875364702712418305,2819357933,4067622075,729938132502777856,1368228246471520257,730447133938225152,831587235850022912,733394484638158849,0,0,0,0,0,0,0,0,0,0
Υψηλάντης Αναστασίου Βασίλειος - Νικόλαος,Υψηλάντης,Υψηλάντης Νικόλαος,ΝΔ,vnaypsilantis,416300700,300283504,1230163870339272706,757959155017801728,1089952637456449538,1364887912794501121,842805629500772356,3404700700,923296870688059392,2427604392,3126234765,403960352,2420146608,921115910529847296,843546104016883712,1230162312385966081,3898312215,3290029137,716018700567113728,551589926
Δημοσχάκης Σπύρου Αναστάσιος (Τάσος),Δημοσχάκης,Δημοσχάκης Τάσος,ΝΔ,ADimoschakis,2466630270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κελέτσης Δημητρίου Σταύρος,Κελέτσης,Κελέτσης Σταύρος,ΝΔ,keletsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Δερμεντζόπουλος Αλεξάνδρου Χρήστος,Δερμεντζόπουλος,Δερμεντζόπουλος Χρήστος,ΝΔ,ChrisDermen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κεδίκογλου Βασιλείου Συμεών (Σίμος),Κεδίκογλου,Κεδίκογλου Σίμος,ΝΔ,SimosKedikoglou,71812804,2748749053,4260167554,1373340766995628033,1606855562,803954611874885632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ζεμπίλης Γεωργίου Αθανάσιος,Ζεμπίλης,Ζεμπίλης Αθανάσιος,ΝΔ,than_zebilis,1137980607496183809,2760712509,810212269,3971860360,3295137283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Πνευματικός Γεωργίου Σπυρίδωνας,Πνευματικός,Πνευματικός Σπυρίδωνας,ΝΔ,,61126132,1696854853,1133909313238384641,1058446821608120320,1157151397,1359205910078496777,925009573173489664,3367919231,761835663461351424,2782835398,1355900932693831681,1179793806553686016,0,0,0,0,0,0,0,0
Κοντογεώργος Αθανασίου Κωνσταντίνος,Κοντογεώργος,Κοντογεώργος Κωνσταντίνος,ΝΔ,,1904417294,2337527248,869656658292723712,2763422870,1178016653772312583,862019475738157056,3303128236,966215750758404096,2590307768,827851187281997824,2645432072,2742460888,960195753670045696,4764570569,1337640507346997250,1134850436685619200,1055813999189733376,1162728652754378753,2509100943,1163047497721364480
Ακτύπης Δημητρίου Διονύσιος,Ακτύπης,Ακτύπης Διονύσιος,ΝΔ,,3119699583,1344334326880677888,1339019281997197318,777990874596794369,1212480515225214976,1354049027126521858,937832786546831360,1157252057386147840,4653828575,2797828211,2961983859,405932310,730331151345266688,0,0,0,0,0,0,0
Νικολακόπουλος Θεοδώρου Ανδρέας,Νικολακόπουλος,Νικολακόπουλος Ανδρέας,ΝΔ,anikolakopoulos,1325311602,593648371,472757804,272545265,1207916805358080001,1361425601207402500,1032734376,1257438055662747648,978081019,1218999370802237441,1041255046690701312,2371903524,2298659933,3163849792,2254421034,4286447833,1105147882586468354,2726150899,1377234009214844935,1243178514083467267
Τζαβάρας Γεωργίου Κωνσταντίνος,Τζαβάρας,Τζαβάρας Κωνσταντίνος,ΝΔ,Tzavaraskon,2863966079,545038160,1347463889890500608,904285737755009024,2447915386,953719664,4132065687,328084535,4725401896,4086460954,1265009517617721344,902505181446901761,1348161326720425985,2369277829,1170700699744776192,571773391,838710402506711041,4263709701,4321038089,1350139429655031809
Αυγερινοπούλου Ζήσιμου Διονυσία - Θεοδώρα,Αυγερινοπούλου,Αυγερινοπούλου Θεοδώρα,ΝΔ,avgerinopoulou,3175731627,1365763473083412484,1070020488859213824,937020231507210241,3001300106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βεσυρόπουλος Φωτίου Απόστολος,Βεσυρόπουλος,Βεσυρόπουλος Απόστολος,ΝΔ,a_vesiropoulos,560852528,2367308389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπαρτζώκας Στεργίου Αναστάσιος,Μπαρτζώκας,Μπαρτζώκας Αναστάσιος,ΝΔ,t_bartzokas,3410091958,254942402,1330882298242347009,936335402859925505,877800460417212416,2918084951,1356701023851667457,0,0,0,0,0,0,0,0,0,0,0,0,0
Τσαβδαρίδης Γεωργίου Λάζαρος,Τσαβδαρίδης,Τσαβδαρίδης Λάζαρος,ΝΔ,lazarostsavdar1,1185986347795914753,701921655677968385,2800389485,1343095447003475968,1350035527647506434,959821418333704193,1294902786048524288,2980405066,2541522972,1333989459285712896,495787434,2767146449,2957820947,485071221,1023906346285117440,959814456036544513,1240756100183490567,4836410337,890621934874087424,2980368868
Σενετάκης Γεωργίου Μάξιμος,Σενετάκης,Σενετάκης Μάξιμος,ΝΔ,maxsenetakis,404869413,2512361385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αυγενάκης Κωνσταντίνου Ελευθέριος,Αυγενάκης,Αυγενάκης Ελευθέριος,ΝΔ,l_avgenakis,3899004981,977500973680791552,929350731903225856,826498702613282816,977493400625844225,1061335970740662272,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γιόγιακας Νικολάου Βασίλειος,Γιόγιακας,Γιόγιακας Βασίλειος,ΝΔ,giogiakasv,907708101872283649,2853667378,4818105977,1341519841417674752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκιουλέκας Πέτρου Κωνσταντίνος,Γκιουλέκας,Γκιουλέκας Κωνσταντίνος,ΝΔ,gioulekaskostas,190278613,833217923942588416,3439937536,1335312101884239877,2909156284,713078651143774208,810033177637089281,2832389495,924278260871069696,0,0,0,0,0,0,0,0,0,0,0
Καραμανλής Αλεξάνδρου Κωνσταντίνος,Καραμανλής,Καραμανλής Κωνσταντίνος,ΝΔ,,1156609842888552448,26662104,167943135,3833160383,781223402807910400,1171916148612435969,2576953638,4582324041,873144474683289601,1127202323581763585,101259371,4568642835,3012040342,1092152090020007936,895946476811165696,3060262136,927519470972817408,831513848469401600,941301523363090433,798208465260998657
Καλαφάτης Αθανασίου Σταύρος,Καλαφάτης,Καλαφάτης Σταύρος,ΝΔ,KalafatisSt,484702915,1329791849796677635,3239885854,2342664361,2302967312,1177857982161399808,982335091228794882,567586616,1333359991051448322,978193290,888761031903850497,3401244940,2974452802,1440879126,964849495715573760,1356869597916495873,762543502131691520,4689545202,990257182036946944,3395394958
Ευθυμίου Ταξιάρχη Άννα,Ευθυμίου,Ευθυμίου Άννα,ΝΔ,AnnaEfthymiou_,529702286,368924706,2207494315,3133539546,1096140960134762496,2559260440,1265024802647138306,94409299,3126040215,3013023819,3305641131,1485107870,716498810755788800,1369392057131954176,948292344767492096,492191590,2348731580,1195351184,1354919461439074305,765516653513863168
Σιμόπουλος Γεωργίου Ευστράτιος (Στράτος),Σιμόπουλος,Σιμόπουλος Στράτος,ΝΔ,efsimopoulos,745009033300455424,2237623263,997756020498878464,3465671128,1246766964107870209,2641517831,2306324704,1910538362,824030455,2384057072,4891308147,1941494658,724552301109731328,3925809861,745005537478213633,1018766294051639296,1106653649441357826,4921157878,31305369,0
Ράπτη Δημητρίου Ελένη,Ράπτη,Ράπτη Ελένη,ΝΔ,Elena_Rapti,70973903,2443992852,4484051021,2413893906,2249978154,3345420172,561002925,723126549529133056,752856917073092608,845350128,4823348890,3350788324,3100429407,2976536135,928706574998233088,2860874456,2768667423,331879778,1152832193330393093,728786761292382208
Κούβελας Σωτηρίου Δημήτριος,Κούβελας,Κούβελας Δημήτριος,ΝΔ,dkouvelas,1096025870710517767,446316343,1243946256344526850,3294539878,855686838132060160,827812080581484544,3500590282,2560964139,917772084033609729,3082805263,3926859509,1029778166330650625,1310245812660842496,746812310224834565,2713156833,953017568108916736,953015908754223110,836258580009529345,849333573744242689,794254619312590849
Καράογλου Γεωργίου Θεόδωρος,Καράογλου,Καράογλου Θεόδωρος,ΝΔ,TheoKaraoglou,393292109,3372178925,394685859,3610973501,343344095,3760079061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Βαρτζόπουλος Χρυσοστόμου Δημήτριος,Βαρτζόπουλος,Βαρτζόπουλος Δημήτριος,ΝΔ,DimVartzopoulos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αναστασιάδης Ιωάννη Σάββας,Αναστασιάδης,Αναστασιάδης Σάββας,ΝΔ,savanastasiadis,568981074,852566696,4515676692,553012302,854652125909057537,918544971573100544,1173643609742225409,283437026,968933750108311552,509136002,2874583507,710695235,1364670734812008460,1053692195218317313,2225441348,1248583049757036545,3368178267,2332469070,1427709884,860198688668487680
Κεφαλά Στεφάνου Μαρία - Αλεξάνδρα,Κεφαλά,Κεφαλά Αλεξάνδρα,ΝΔ,,3005651656,2429396730,1484850230,4820441445,4256819907,4119026236,2506895018,739153535502323712,3383383463,1038361346,2714013973,101077168,3964879162,1357659195584225285,1353112002022027264,3813524542,2975219526,1353294320246382592,833261080512253953,2542840241
Καλογιάννης Ελευθερίου Σταύρος,Καλογιάννης,Καλογιάννης Σταύρος,ΝΔ,,1070961513484222464,726361667374858240,1067928505785229313,3365939746,824677658097287169,3021691318,725271470595788800,790501648863035393,993462891314667522,801864423333920768,2748929134,3010830112,722891764055429120,1183792554778779648,1239565836257505280,1098267786856579072,978328155596427266,1372563232616026116,4063576703,2932807472
Τασούλας Αναστασίου Κωνσταντίνος,Τασούλας,Τασούλας Κωνσταντίνος,ΝΔ,,1134848157760872450,3003563093,929066058128003072,4331209534,2943757533,2670282037,2222009078,1259288089173921792,728274439180328960,798655094447362049,493050017,932712142985408513,800299466678878208,2921422750,2333105072,3792330634,1306949590772600834,0,0,0
Αμυράς Στυλιανού Γεώργιος,Αμυράς,Αμυράς Γεώργιος,ΝΔ,amirasgiorgos,75256329,2551001340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Παναγιωτόπουλος Ιωάννη Νικόλαος,Παναγιωτόπουλος,Παναγιωτόπουλος Νικόλαος,ΝΔ,npanagioto,2892644871,15365372,1305915230485176322,2993755528,1132611690154156032,1375166702208573440,1145458392078663688,824253121417318401,1214661439048339456,771407042,1353709825625088002,1019232429171773441,1361247903239528448,1172481071453286400,1215709721325461514,1152542348485758977,1328249615431458817,2287117289,1348908963631394826,1280806883343978496
Πασχαλίδης Αδάμ Ιωάννης,Πασχαλίδης,Πασχαλίδης Ιωάννης,ΝΔ,pasxalidisjohn,2407434738,557882540,846068838,2635566723,1113027026460475392,454959197,886979970018488320,1238064381323288576,312222246,728658187931488258,2160868881,1039313335290871808,2508036658,927617973086511104,854863986,241275400,305143586,295571015,1168417416801636352,822477013567107073
Λαζαρίδης Βασιλείου Μακάριος,Λαζαρίδης,Λαζαρίδης Μακάριος,ΝΔ,mvlazaridis,189807100,46128143,1270332343564283904,965764008,2313286369,1221370571138707457,1305772807,981518599427887104,379150454,1348251123145199616,1367043952516415488,1303757145670914049,1160356328277192705,3385805463,755046811,1179698554639699969,2516268953,1311719432675307522,2367055863,1283497722893479939
Κωτσός Κωνσταντίνου Γεώργιος,Κωτσός,Κωτσός Γεώργιος,ΝΔ,KotsosGiorgos,315978886,2881383653,277123762,1227228001991036929,846777121548763136,1351206303620878336,1132140952896921600,4806662200,1308004342079909888,4692664915,3026380803,912119846846025729,723596740063027201,2453178389,761035357,2508548714,1049743337668956160,1145642938912903168,2148967424,954693252900446208
Σκόνδρα Κωνσταντίνου Ασημίνα,Σκόνδρα,Σκόνδρα Ασημίνα,ΝΔ,AsiminaSkondra,1466870311,820357763834511360,3892632321,3346456001,781430865540812801,3248283598,767463200031928321,901155624813305856,2861381151,3889808655,3318083218,1412601212,2865518727,707929267322134528,958751125003538432,4514187017,1954089432,973903246392745994,193316811,2152464579
Τσιάρας Αλεξάνδρου Κωνσταντίνος,Τσιάρας,Τσιάρας Κωνσταντίνος,ΝΔ,tsiaras_kostas,855492091,451285496,3292828769,1127194226234732546,3027679489,2911303836,706424560242053120,3027514250,1247192038103285761,2880809489,906915365548183552,3006045743,431967327,4927631165,743156916097015808,1374638664043626496,930107924021686272,1357401032972763136,1523159886,1325086888491950081
Τζηκαλάγιας Γεωργίου Ζήσης,Τζηκαλάγιας,Τζηκαλάγιας Ζήσης,ΝΔ,,981228313694867457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Γκίκας Σωτηρίου Στέφανος,Γκίκας,Γκίκας Στέφανος,ΝΔ,STEFANOS_GIKAS,892505084764008449,1349281355721568257,826767753600188416,1402087238,4832892742,785806766449815552,825814677812822017,845571860590989312,733262551992172544,994267423695130629,2580165445,1125862971937308673,978719271588106240,964968368867565568,1146896485495267329,744118180445065216,4718654189,1075028231789690881,3833159301,700665832154783745
Καππάτος Σπυρίδωνος-Διονυσίου Παναγής,Καππάτος,Καππάτος Παναγής,ΝΔ,pkappatos,1173581893079576580,861826505265082368,913413519885979648,991014028179918848,2961594293,1297423933164195840,793480478632411140,3656927991,0,0,0,0,0,0,0,0,0,0,0,0
Γεωργαντάς Παύλου Γεώργιος,Γεωργαντάς,Γεωργαντάς Γεώργιος,ΝΔ,georgantasgr,199039259,1057856622,785929051722682372,4615601968,3117906401,1101212528049381376,2829961494,842122836860887055,2253753271,1346142110291001345,2504462022,1307266014275612674,1318493847102652418,779782819,3347319075,2546834075,1615873926,2572358189,828227606009016320,1246211235064041476
Βρυζίδου Παναγιώτη Παρασκευή,Βρυζίδου,Βρυζίδου Παρασκευή,ΝΔ,Vrizidou_Vicky,1734838562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αμανατίδης Ισαάκ Γεώργιος,Αμανατίδης,Αμανατίδης Γεώργιος,ΝΔ,amanatidis_g,2192270316,214615583,1174409259729248256,1900460592,813794025140551680,822522073897717761,3226951700,3927286060,4912715758,808668396963373056,3350936675,2350464192,1174972682636386306,2387439139,715801218,783659044254916608,727113025484914688,1111783079780196355,551099885,1321244596156960768
Παπαδόπουλος Γεωργίου Μιχάλης,Παπαδόπουλος,Παπαδόπουλος Μιχάλης,ΝΔ,papadopoulosmix,918946510410313729,1849120080,298603650,317920326,741415658508963840,878593162490544133,970306790,1951779571,14808587,65001740,733772223249424384,496752112,1267797369455853568,359980470,414106415,1362731549968506884,1037105376,797008676599037952,3074425059,2940626415
Κωνσταντινίδης Κωνσταντίνου Ευστάθιος,Κωνσταντινίδης,Κωνσταντινίδης Ευστάθιος,ΝΔ,Stathis_Konst,1437974138,3048525153,508705105,2903045968,1513094316,976098224,149574602,1352745469227769858,838273219,1254091284341547014,1294974811,1089862809146613763,1339065333089529856,2470631863,907154583264391168,400954171,1165311610375823361,1351662093926281218,2247094952,904233002070368257
Σούκουλη - Βιλιάλη Δημητρίου Μαρία Ελένη (Μαριλένα),Σούκουλη,Σούκουλη Μαριλένα,ΝΔ,msoukouli,532337898,2992713855,786882067850260480,1053176990,399732607,2427794265,794523902085054464,810207751829909504,836226302399086592,749580128192266240,2314344386,2895847395,3655378001,4511564674,0,0,0,0,0,0
Ταγαράς Χρήστου Νικόλαος,Ταγαράς,Ταγαράς Νικόλαος,ΝΔ,TagarasNikos,552151981,744190448743419905,834471002612580352,2640583846,4178712934,913383926151962625,1332785888322068480,611095107,988393155300151296,0,0,0,0,0,0,0,0,0,0,0
Δήμας Σταύρου Χρίστος,Δήμας,Δήμας Χρίστος,ΝΔ,ChristosDimas_,478365206,491550694,1670426293,491188640,737663294509592580,714922241826365441,272579589,3463165155,1321324757036519425,798173914694352896,864094867990994945,967525981,4814005426,730565590168043520,1180246662,1676744911,4350834267,1338080629158768640,227941611,976968132437925889
Βρούτσης Βασιλείου Ιωάννης,Βρούτσης,Βρούτσης Ιωάννης,ΝΔ,vroutsisgiannis,3064827747,3404405747,312806760,626389475,1245052819738148864,987358850,1248034016118353920,3067611147,772799026324500480,3377563119,1274076390934097920,0,0,0,0,0,0,0,0,0
Μονογυιού Αικατερίνη,Μονογυιού,Μονογυιού Αικατερίνη,ΝΔ,MonogiouKateri1,2485511472,3898709548,1314219753200930817,4328868561,1351387758032465921,1324278047227478017,967732488,1103554714749358080,1140267432231264256,1351389278266396673,954995598935150592,0,0,0,0,0,0,0,0,0
Φόρτωμας Αριστοτέλη Φίλιππος,Φόρτωμας,Φόρτωμας Φίλιππος,ΝΔ,,991287461006454784,1357624663040524288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κρητικός Δημοσθένη Νεοκλής,Κρητικός,Κρητικός Νεοκλής,ΝΔ,neokliskritikos,1035967044007682048,1028215222799097856,835389193,347315404,438706689,3364036181,737520536,138467362,1265423024767074306,719214773481639937,1094230887774990336,1097389388412129280,701202943689809920,4515444988,1174729398320357379,3055450371,2280449544,722395241949634560,1156972856,870396110111739904
Δαβάκης Παναγιώτη Αθανάσιος,Δαβάκης,Δαβάκης Αθανάσιος,ΝΔ,adavakis,444707209,446418388,716254591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Κέλλας Αχιλλέα Χρήστος,Κέλλας,Κέλλας Χρήστος,ΝΔ,kellas_xristos,545356505,517002323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Μπίζιου Νικολάου Στεργιανή (Στέλλα),Μπίζιου,Μπίζιου Στέλλα,ΝΔ,BiziouStella,701741912,4468695507,2583597594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Χαρακόπουλος Παντελή Μάξιμος,Χαρακόπουλος,Χαρακόπουλος Μάξιμος,ΝΔ,pantamaximos,2969916503,1154814427725803520,2960902235,468594278,2665026985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Πλακιωτάκης Ιωσήφ Ιωάννης,Πλακιωτάκης,Πλακιωτάκης Ιωάννης,ΝΔ,g_plakiotakis,558383750,75650174,1252366715947794432,1224048468697780230,2264856538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Αθανασίου Χριστόφα Χαράλαμπος,Αθανασίου,Αθανασίου Χαράλαμπος,ΝΔ,XarAthan,965785002,2840171877,424495304,1847450509,484212704,2178861804,1011336717499092993,583362587,866188746,1050343448610525184,1697401291,1050337249496391681,799200059464318976,3253495824,2466023912,582976052,984469619023994880,705406032,886626800,860197691447549954
