screen_name,name,description,statuses_count,friends_count,followers_count,recent_100_statuses,hotel
aldemar_resorts,Aldemar Resorts,"Guest satisfaction is our top priority! *Luxury & Beach Resorts*
 
Crete & West Peloponnese",1832,1569,2229," Summer vacation is meant to make you feel ⛱ relaxed, carefree and pampered! Well, you can have everything in our 4*… https://t.co/8GcmHcSJFk Our #AldemarKnossosRoyal Mini Club has been renovated inside &amp; out and awaits to welcome your little ones.  
*Multi… https://t.co/wyCwKJqvIK Have you heard about the Aldemar Resorts offers? After a long period of dreaming holidays, it’s time to finally pla… https://t.co/74cDuIxcEe Our #AldemarRoyalMare Luxury &amp; Thalasso resort, in Crete, awaits you for a rejuvenating summer escape! 
✔Select you… https://t.co/1wCCq4Vxli When spontaneity meets excitement, great things happen! The Aldemar team in #Olympia is looking forward to welcome… https://t.co/toTIBEwg7o #ExclusiveSpringOffer 👉SAVE 10%OFF when you book direct + free cancellation👈
Bye, bye winter blues…hello summer get… https://t.co/AahgUXzoLM Do You want #privacy, #VIPservice and #luxury facilities in your vacation? Then choose the VILLA you are dreaming o… https://t.co/76TMu1vMql A much-awaited date is here! Greek Minister of Tourism, Harry Theoharis has announced that the country is opening i… https://t.co/qb06Tlplhd Dear #April Hello, please be kind! 😁
We are moving closer to our favorite season and we feel very optimistic! How d… https://t.co/SZLW0lxUdB Our 5* Aldemar Royal Olympian, is your next destination! You will feel so peaceful and calm only by looking at the… https://t.co/PgltxHI2Qp #EarthHour2021. Aldemar Resorts take this day as an opportunity to celebrate its yearlong environmental practices.… https://t.co/yjWJFdHzTb Elena Kapsokefalou has been appointed as the new #AldemarCretanVillage Hotel Manager! Advocating equality, diversit… https://t.co/CUTXoe6Sba Our #aldemarolympianvillage at a glance! 
Whatever you need you can find it here 👌
📍5* rooms &amp; bungalows with sea v… https://t.co/U4V0xFcODA ""The World Travel &amp; Tourism Council and its Members praise the Greek government for its tremendous efforts and stra… https://t.co/H258I9kubU Let's dream our upcoming magical summer in our family resort in Crete, #AldemarCretanVillage! 
Book direct &amp; save n… https://t.co/aAX46tUzxp Thank you @TCEmmaSavage we wish you a pleasant stay!!! 🙏💙 https://t.co/qcUtFsDX7K 🎈New month, new offer! Stay 7 Nights, Pay 6 Offer 🎈
with minimum stay 7 nights, we offer you one night for FREE! 🙌🙌… https://t.co/LYbl3EgT9d Soon you will be able to create new memories, new experiences, meet new people, make friends, relax and CELEBRATE l… https://t.co/XrCrvcyvQn #goodvibesbyaldemar The Russian Federation Embassy in Greece stated that ""in the context of the resumption of regul… https://t.co/qG2Y0DhRAh Happy #FriYay everyone!!!
We are moving slowly...but Summer will come, Are you? ☺️Book your stay and save 20%OFF at… https://t.co/7aEbR1h63X Welcome to Good Vibes by Aldemar! We all need to think positive and now we have a reason to do so as traveler safet… https://t.co/PoL7EyaAeD THE TIME IS NOW! 
Enjoy our 🔥 Flexible Early Booking Offer 🔥
👉 SAVE up to 25% OFF in our resorts 
👉 FEEL SAFE with… https://t.co/dYImDSr9DB ✨2021 Season's Greetings from all of us ✨We wish 2021 will bring health &amp; happiness to you and your families! Enjoy… https://t.co/CXgAEJUoei 📣FREE, FREE, FREE + Gift 4U 📣
Say “FREE” and book now your upcoming summer holidays in Aldemar Resorts!!!!
🧐Read ab… https://t.co/dSOKeQ6czN A hotel’s operation is much more than what guests see. Its operation actually happens behind the scenes. Ioulia Gou… https://t.co/2cgG66kFV7 We can't wait for the 2021 summer season! https://t.co/FkFzyuGfbU RT @MTravelsPR: .@aldemar_resorts its #wednesdaythought  that take us by your sunny shores for 2021 - calling all travel agents to check ou… Aldemar Resorts are the first to really elevate hotel child care. In Crete you will meet our preschool teacher, Dim… https://t.co/iq6GnLXLzy We are so proud and excited to share with you some great news! Aldemar Resorts have received 5 awards at the Greek… https://t.co/xAW4vgxGos In 1997 Aldemar Resorts introduced in Greece the concept of #Thalassotherapy. Apostolos Rizos who was then Receptio… https://t.co/sW1OrnivKS Food and Beverage Manager is a job title that you may have heard a lot, but what does it actually mean? The role of… https://t.co/26O1aUI6ue RT @gtpgr: Η ξενοδοχειακή αλυσίδα @aldemar_resorts αναζητά Βοηθό Διοίκησης, για τα κεντρικά γραφεία της στην Αθήνα. https://t.co/nHvJeXrtoA… What comes first to your mind when you think of employee engagement? Passion? Purpose? Paychecks? How about shared… https://t.co/G8EyF85drJ It is our priority to create an environment in which every employee feels included and valued. We are proud to see… https://t.co/sHynCTpdSw Did you Know that 92% of employees in the resort housekeeping field are female and only 8% of them are male? Well,… https://t.co/OdoxLHRpNY Aldemar Resorts believes in people and in the value of building relationships with its employees. Kostas is Front O… https://t.co/m0imXWaybV Vassiliki is another great example of a successful professional in hospitality since 1999 where she joined Aldemar… https://t.co/CAtZvpqDIt Cretan Village is the 2020 #Travelers’Choice Best of the Best winner for the category Best Family – Greece! We coul… https://t.co/3CAEzxivsm Giannoula got her first job as a dishwasher in the kitchen of #AldemarOlympianVillage and has been with us since 19… https://t.co/I0voldJXzf Our guests’ safety and trust is our top priority, especially in these times. Since our resorts’ opening, we have be… https://t.co/TQSeq0Z0s9 Diligence, self-motivation and dedication are the three words that best describe, Theodore Thomaidis who apart from… https://t.co/SVSAqv0tGZ We are so proud and thrilled that #AldemarKnossosRoyal is a #Travellers’ChoiceWinner2020! Receiving such a distinct… https://t.co/rqDJktHZUR Loyalty is a two-way process and today we honor one of these cases. Stergios Koufakis is a valuable asset to the co… https://t.co/yGcpL7huL9 Did you know that we have extended the time between check-in and check-out? In this way, we take all the time neede… https://t.co/WaDWQaaP5J Quality, loyalty &amp; consistency in the workplace can't be taken for granted. Therefore, we are particularly pleased… https://t.co/drJoxEeo9n Turn images into your reality! Visit #AldemarOlympianVillage  and #AldemarRoyalOlympian for an unforgettable experi… https://t.co/MoBKYJ2ODs Gastronomy had always been a highlight in Aldemar Resorts! Discover all culinary experiences easy and contactless v… https://t.co/4u8c0TW11k How can we not keep the social distancing on the sandy beach of 2km? Enjoy the magnificent beach and the mesmerizin… https://t.co/hO4S0zhnaQ Life is a beach! But when physical distances and frequent disinfections are applied, you have nothing to worry abou… https://t.co/tCs6CHo69B As part of the Blue Flag Mediterranean Week 2020, the team of #AldemarOlympianVillage &amp; #AldemarRoyalOlympian hotel… https://t.co/SCgN0hCkAw We are thrilled to announce that #AldemarOlympianVillage has been nominated for the following 3 categories at the W… https://t.co/flzcgQ5eSr We are honored to announce that #AldemarRoyalOlympian has been nominated for Greece's Leading Resort 2020 at the… https://t.co/IbLiNAzbyu The successful growth of a company is a direct result of its valued employees. Their dedication and commitment serv… https://t.co/fQM5X8yP3k Here is some exciting news! Aldemar Resorts has been nominated for Greece's Leading Hotel Group 2020 at the… https://t.co/qAXZQL4QZN One of Aldemar’s principles is excellence in service through innovation. This requires people who care and have the… https://t.co/sFJueSvqtb Stay cool in the pool because pool water has never been safer! Frequent and thorough water controls based on the cu… https://t.co/3OyfHLj9XB When you can choose among different swimming pools and there is a maximum number of swimmers per pool, then your sw… https://t.co/VSqa4SqmMw Have you booked your holidays for this summer? It’s never late to #CelebrateLife! 
Book your stay in… https://t.co/2knvnFXKZi Have you booked your holidays for this summer? It’s never late to #CelebrateLife! 
Book now in… https://t.co/l6ozVUIf1n In Aldemar, we are proud to have people who have been with us since the company’s very beginning. Gianna Kokotaki s… https://t.co/pt9lYzpeLs RT @passenger_gr: Ο Αλέξανδρος Αγγελόπουλος, Διευθύνων Σύμβουλος του Ομίλου @aldemar_resorts μοιράζεται τις σκέψεις του για τη τουριστική σ… RT @MTravelsPR: Hotels offer ‘better value for money than ever’ this year including @aldemar_resorts  in #Crete &amp; on Greece's gorgeous #Wes… RT @ArgoTravelGroup: Εκμεταλλευτείτε τις μοναδικές καλοκαιρινές προσφορές μας στα ξενοδοχεία Aldemar - για πελάτες λιανικής - και κάντε τις… RT @zoltan1954: Top Greek resorts to open https://t.co/LIm0REuymu Enjoy our delicious meals in #AldemarKnossosRoyal, garnished with our Aldemar Selections olive oil &amp; balsamic, comb… https://t.co/vCGEvPWhzu Magical sunsets at #AldemarKnossosRoyal! 😍
Book your stay https://t.co/J8xDFG2KiW and don't miss another one!… https://t.co/nayDC4uMQz It is said «when you love what you do, you will never work a day in your life» and Afroditi proves it right. Afrodi… https://t.co/fGHMdO1Xin Gastronomy meets safety and a new experience awaits you at the buffet restaurants! Refined tastes, service by the s… https://t.co/lAHCt9mSH7 🥳We are thrilled to announce that today our resort #AldemarOlympianVillage open its doors!🥳We are all set to give y… https://t.co/NCVxGDGjW7 🎉We are thrilled to announce that today our resort Aldemar Knossos Royal &amp; Aldemar Knossos Villas in Crete open its… https://t.co/YGuxKAo8mL Giving recognition to people who work behind the scenes is very important to us. Today’s protagonist is Minas Rodit… https://t.co/xg3rV2YKGp Aldemar Resorts have successfully completed the Covid-19 internal training. More than 574 people have been educated… https://t.co/oE2Aj5Pqsl Finding a dedicated and diligent employee is not an easy task for any company. George is dedicated to Aldemar for 3… https://t.co/bs97hds8x4 Are you ready to embark on a career in the Hospitality industry, but you have no clear view of where this will take… https://t.co/Srheq9Bv7V It’s widely known that first impressions count and so the power of a Receptionist’s smile can make the difference!… https://t.co/SJtDB8N2Ky We are thrilled to announce our double distinction at the Tourism Awards 2020! Aldemar Resorts received the 🥈Silver… https://t.co/QRXbX8CJBV Passion in the workplace is a positive, inspiring force and when with passionate people like Elena Kapsokefalou, pa… https://t.co/AkIIt0Crbp ☀️ Welcome summer! We are so excited to welcome summer this year but mostly we are happy that we will welcome all o… https://t.co/XASEKhR90w Aldemar Resorts is proud to announce that all of its hotels are once again awarded with the Blue Flag eco-label by… https://t.co/Q07q5aFMKO We are ready to welcome you! On👉July 1st👈Aldemar Resorts will open in Olympia and Crete. 
Aldemar Resorts have inve… https://t.co/7hvFrqxk4D Have you ever been somewhere for the first time and felt like it is a perfect match for you? Well, this is what hap… https://t.co/Fhskc9SIm9 One of the most popular jobs in the hospitality industry is that of a waitress or waiter and we have a shining exam… https://t.co/W5j3xiiO0G She was always holding your hand and she will always be next to you. We tend to take things for granted, but once i… https://t.co/WyHkeWiy5x 🍹 Who said that cocktails are only served at the bars? Our bartender, Manos Anastasakis, presents you the Lockdown… https://t.co/bRVXR5F4Gw Have you ever wondered what it would be like to be a manager in the tourism and hospitality industry? Meet George M… https://t.co/pVSXOQKxUy We care for our society and local community. Therefore, we continue to offer in-kind support to those in need. who… https://t.co/4XaHG3qbyM Meet one of our most valuable people assets, Kostas Fountakis. They say that people come and go, but Kostas is much… https://t.co/6zKYp2v4jq 🌷🌹💐Let your mind travel to flowery customs and traditions! Today we celebrate Spring and the rebirth of nature. How… https://t.co/yO237QIO05 True leaders do not just order others, they influence and guide and Vaso Panagiotopoulou, Head of Housekeeping Depa… https://t.co/uvmTgP9MRy Let your mind travel and join the kids’ exciting world! Find out our Top 5 fun activities and get free printables f… https://t.co/ceX6gDx981 🌍 We may be separated, but we are all in this together, and we’re all on this planet together 🙌
#EarthDay2020 is no… https://t.co/SsAXtLuuMB Let your mind travel to refreshing, aromatic, summer cocktails on the beach! What’s your favorite one?  
#staysafe… https://t.co/grtYO2XjsR Do you think it is easy to be a doorman? Well, the story of Panos, who has manned the doors of the Aldemar Olympian… https://t.co/pDY9PitMpH Let your mind travel to refreshing, aromatic, summer cocktails on the beach! What’s your favorite one?  
#staysafe… https://t.co/DMb4HRIdur Our warmest wishes to you &amp; your families for health &amp; happiness! This Easter stay home, but let your mind travel!… https://t.co/ymIPC88zdu Let your mind travel to refreshing, aromatic, summer cocktails on the beach! What’s your favorite one?  
#staysafe… https://t.co/hWCJz4TNGd Our people are our greater strength.
This motto describes the family spirit we share with all our members who have… https://t.co/a8mCuVF9IP Let your mind travel… The truth is that remote work could be done even from the beach, but let’s agree that this su… https://t.co/pl8hPwY55g Let your mind travel and share with your beloved ones thoughts and feelings! Set your next goals, dare to dream and… https://t.co/JZi2OroDUT Let your mind travel and daydream. It is said that engaging in a positive mental time travel offers you many reward… https://t.co/7Z8k2FAfwd",1
AquaVistaHotels,Aqua Vista Hotels,A compilation of extraordinary hotels catering for the most discerning travellers https://t.co/7CVTklTn,5924,1650,2116," Thank you Greek Travel Pages for highlighting Aqua Vista Hotels' participation in the recent 2019 Sales Seminar, wh… https://t.co/FVlQrkd6HN It was a great pleasure to host the well-known chef Vangelis Driskas to Dreams Luxury Suites as our guest. The hote… https://t.co/WTpLZ8uRuH Mrs Sophie Matzourani, Business Development Manager of Aqua Vista Hotels in Ioannina for the 7th Sales Seminar! https://t.co/Pq12L8Wdio ""Aqua Vista Hotels, a leading Greek hotel management group, has once again been honored at the Tourism Awards, an e… https://t.co/znZf2cyQix The 6th Sales Seminar was successfully completed yesterday at Preveza by Aqua Vista Hotels WebHotelier, Marinet Hot… https://t.co/oNwh74D1hY Aqua Vista Hotels will be in Preveza today to take part in the sixth Sales Seminar, alongside WebHotelier, Marinet… https://t.co/e8RJbT45hy One more distinction for Aqua Vista Hotels! The Group received the Silver award in the category of Hotel Developmen… https://t.co/2K5FKse4B9 Aqua Vista Hotels was once again amongst the guest speakers who were invited to share their experience on the oppor… https://t.co/f995HCiy6y Three more amazing properties in our porfolio. Thank you Greek Travel Pages for the feature.
#AquaVistaHotels https://t.co/dkjxqWNdXq Aqua Vista Hotels was recently featured in https://t.co/oFbfvs0sD6, in relation to the announcement of three new co… https://t.co/qvcMu21okz Aqua Vista Hotels is featured in https://t.co/oFbfvs0sD6 on the Group’s recent visit to the United States as part o… https://t.co/zJAQ6CuuuB Aqua Vista Hotels at the 2nd Greek Panorama B2B Roadshow! Thank you Greek Travel Pages for the feature.… https://t.co/uh3WBUiD1z Thank you Greek Travel Pages for the article on the 5 awards that Aqua Vista Hotels won during the Greek Hospitalit… https://t.co/XnJJ9Cuzef Aqua Vista Hotels is very pleased to be participating in the 2nd Greek Panorama B2B Roadshow which is taking place… https://t.co/Q61bC4i0eL Thank you https://t.co/oFbfvs0sD6 for the article on the 5 awards that Aqua Vista Hotels own during the Greek Hospi… https://t.co/gKEa5I4JJH So proud for all the awards that Aqua Vista Hotel won during the Greek Hospitality Awards 2019!
#AquaVistaHotels https://t.co/0FHFpo4EFI Thank you Greek Travel Pages for the article on the four awards that members of the Aqua Vista Hotels received duri… https://t.co/E7M3Z8Vwu6 Thank you much https://t.co/oFbfvs0sD6 for the article on the four awards that members of the Aqua Vista Hotels won… https://t.co/dQDElxrbUe We are happy to announce that Aqua Vista Hotels received four prestigious awards for Above Blue Suites, Athermi Sui… https://t.co/sduC5WZ3e7 Thank you very much MarketingWeek for the article on the new Virtual Reality section that Aqua Vista Hotels launche… https://t.co/PKMpOwI1FU Thank you very much Greek Travel Pages for the feature!
#AquaVistaHotels https://t.co/HTyyiEzPxh Thank you https://t.co/oFbfvs0sD6 for the article on the VR Experience available by Aqua Vista Hotels through the h… https://t.co/r6eUjG1GvS Thank you Greek Travel Pages for the article on Sophie Matzourani's participation in the “Women Talk about Tourism”… https://t.co/guj0KKrats Sophie Matzourani, Business Development Manager of Aqua Vista Hotels, yesterday at the ""Women talk about tourism"" p… https://t.co/j7uirzsaSG After a successful first discussion on tourism yesterday, Sophie Matzourani will be also present today at the ""Wome… https://t.co/sIcDU1VxgO Thank you very much Euro2day for the article on the 2018 Sales Seminar!
#AquaVistaHotels #SalesSeminar https://t.co/iVLgj0rbAy Mrs Sofia Matzourani, Business Development Manager of Aqua Vista Hotels during the 5th Sales Seminar at the 8th Kal… https://t.co/ASFToMmEme Thank you Clickatlife for the article on the Rhodes Sales Seminar and all those who attended the event organised fo… https://t.co/xkd9c41Lm9 Thank you https://t.co/oFbfvs0sD6 for your wonderful article on the 4th Sales Seminar which took place in Rhodes!… https://t.co/q8rPNunEor We are very happy to welcome you to this year's 5th Sales Seminar which will take place at Elite City Resort, Kalam… https://t.co/OsiFKYSLIP The Rhodes sales seminar was a great success! Next stop ΣΧΟΛΕΙΟ ΤΟΥΡΙΣΜΟΥ ΚΑΛΑΜΑΤΑΣ! https://t.co/sGjrF3KSjy ""Following two highly successful Sales Seminar, held to inform hospitality professionals on strategies that can boo… https://t.co/WfrmrG8Zam The spectacular island of Santorini is the next destination 
for the 3d Sales Seminar! Join us! https://t.co/DasEKfPrvj Moments from the second Sales Seminar that took place in Paros! https://t.co/rOE8IMJ6uD Today's swimmers during the 2017 Santorini Experience, which Aqua Vista Hotels supports as a sponsor for one more y… https://t.co/zYVAqZedsB Aqua Vista Hotels, WebHotelier, Marinet Ltd, Restart Contemporary Art Platform and DNA Travel Greece welcome you to… https://t.co/nD8f9D1jrN The last art exhibition of the season has already begun at Aqua Gallery, of Art Hotel Santorini, a member of the Aq… https://t.co/jvcdBdUzib Thank you Shoprano for your inspiring feature on Opera Mansion. It was a pleasure having you on the beautiful islan… https://t.co/0AhJ2rr3aL Incredible view, ultimate elegance and pure comfort. Dreams Luxury Suites has it all and it makes sure your stay is… https://t.co/pqjjgyDtMG Looking for your next family destination? Santorini has it all and the Aqua Vista Hotels await you for a memorable… https://t.co/ypJHL1JaJT Moments from the opening of this summer's second exhibition, ""Bonnie and Clyde"", which was organised by Restart Con… https://t.co/qR3hEk5h3J Today the second art exhibition, ""Bonnie &amp; Clyde"" organised by Restart Contemporary Art Platform will open its door… https://t.co/K6evqgr0s4 The second exhibition by Restart Contemporary Art Platform, entitled ""Bonnie &amp; Clyde"", will open it's doors at Art… https://t.co/HxLU0gVvBf Thank you Click@Life for the article!
Apricot &amp; Sea Naxos
#AquaVistaHotels #ApricotAndSea https://t.co/W8I8H2BW3l A new destination awaits you on Naxos, inspired by the island breeze and a luxury lifestyle experience. Welcome to… https://t.co/x3cuAXcEyW Thank you Greek Travel Pages for the article on the new collaboration between Aqua Vista Hotels and Apricot &amp; Sea N… https://t.co/WnH6GLFdOY Aqua Vista Hotels introduces new collaboration with Apricot &amp; Sea Naxos in one of the most beautiful islands of the… https://t.co/QCSLdzlys2 Thank you MarketingWeek for the article on Aqua Vista Hotels' participation in the workshop which took place on Jun… https://t.co/JMENE1XiZY Aqua Vista Hotels is very pleased to have participated in the workshop organised in Kimolos within the context of t… https://t.co/OIz1ZbsDSX https://t.co/fkyCuwBXmf Thank you Greek Travel Pages for the lovely feature. 
#AquaVistaHotels #GreekPanorama https://t.co/IDsni1f3tY Thank you MarketingWeek for the article on the new cooperation between Aqua Vista Hotels and Dreams Luxury Suites!… https://t.co/vtZUngkOQt Thank you very much Greek Travel Pages for the article on the new collaboration between Aqua Vista Hotels and Dream… https://t.co/8m6mmE2DSM The first day of the 2ο Greek Panorama B2B Roadshow which took place at the Hilton Boston Woburn hotel was highly s… https://t.co/AGBnUEuERc Thank you https://t.co/Oqy8D8Uv5U for the article on the new strategic cooperation between Aqua Vista Hotels and Dr… https://t.co/RAR15gY9Bn Thank you https://t.co/oFbfvs0sD6 for the article on the new collaboration between Aqua Vista Hotels and Dreams Lux… https://t.co/jmOpstX7I3 Thank you Click@Life for the article on the ""Aqua Gallery"" opening!
#AquaVistaHotels https://t.co/EI07MTf2Eq A new season begins for Aqua Gallery with the ""Summer Lovers"" exhibition. Thank you Greek Travel Pages for the arti… https://t.co/kCDrm0UXuB Art Gallery in Art Hotel Santorini opened its doors last Saturday for the first time this year to welcome the impre… https://t.co/muyHmwwt52 https://t.co/H8NqgUjNoU Aqua Gallery returns in Art Hotel Santorini on Saturday April 21, with ""Summer Lovers"" the first art exhibition of… https://t.co/oY02Kf2sk3 Thank you Madame Figaro Greece for the article on ""The Hotel Design Workshop"", of which Aqua Vista Hotels was the e… https://t.co/b1w4r8BvFl It was a great honour for Aqua Vista Hotels to be the exclusive Hospitality Sponsor of the “The Hotel Design Worksh… https://t.co/1N5ECte3F7 Thank you Greek Travel Pages for the article on the big win of Aqua Vista Hotels during the 2018 Tourism Awards!… https://t.co/CG5J625Trn Aqua Vista Hotels is very proud to have been present at the 2018 Tourism Awards, which took place last night, and t… https://t.co/rc3qCrig8T Summer calling! Aqua Vista Hotels expands on Santorini island. Thank you Click@Life!
#AquaVistaHotels https://t.co/mUJJyPtlmW 2018 looks like a very promising year! Thank you Greek Travel Pages for the article!
#AquaVistaHotels https://t.co/j5N244d7wd https://t.co/XdXPQpF4zV https://t.co/1LTeqH3x0W https://t.co/NXndO3thZw https://t.co/SEBTeSXgqv Thank you very much Travel by Interest - a Destsetters Project for including the colourful pool of Art Hotel... https://t.co/MM5O3hfTHZ Thank you Greek Travel Pages for the amazing article!
#AquaVistaHotels https://t.co/y9dorz209W Thank you AMNA (Αθηναϊκό - Μακεδονικό Πρακτορείο Ειδήσεων) for the article on the latest collaboration between... https://t.co/wjT6ABHNVB Thank you AMNA (Αθηναϊκό - Μακεδονικό Πρακτορείο Ειδήσεων) for the article on the latest collaboration between... https://t.co/ovvJ2yZnFy Thank you Condé Nast Traveler España for the honour of including Carpe Diem Exclusive Boutique Resort, Santorini... https://t.co/hVpoSxK97v Moments from the 2017 100% Hotel Show. The Aqua Vista Hotels team in action right now!
#AquaVistaHotels Thank you AMNA (Αθηναϊκό - Μακεδονικό Πρακτορείο Ειδήσεων) for the wonderful article on the double accolades that... https://t.co/e2rNuB3pz5 It was a great honour for Aqua Vista Hotels to be present in such an important moment for Carpe Diem Exclusive... https://t.co/7nUHbaHkuf Congratulations once again to Carpe Diem Exclusive Boutique Resort, Santorini for the double recognition during... https://t.co/UMaP5NDv8h Aqua Vista Hotels is particularly happy to be part of such an important moment for Carpe Diem Exclusive Boutique... https://t.co/X1ki4rvqcy Aqua Vista Hotels is proud to be part of the 2017 100% Hotel Show, which will take place from 17-20 November, at... https://t.co/ByNveRQRkX Aqua Vista Hotels is very pleased to have taken part in the 2017 IMIC international conference titled “Tourism;... https://t.co/T1VbigAMzO Another exciting Santorini Experience has come to a successful end and Aqua Vista Hotels is proud to have... https://t.co/GSe9STi5jB Aqua Vista Hotels is very pleased to attend the 2017 World Travel Market (WTM) trade show, which will take place... https://t.co/Dqf1MmEtMJ It was a great pleasure welcoming you at Adore Santorini. Thank you Karan Kaur for sharing your wonderful photos!... https://t.co/UBtOfoRJjh It was a great pleasure welcoming you at Adore Santorini. Thank you Karan Kaur for sharing your wonderful photos!... https://t.co/KZNLFXsYtE Aqua Vista Hotels is a proud sponsor of the Santorini Experience, which is organised from 6-8 October for the... https://t.co/c8mTdQ5MYx Thank you ForeignFresh&amp;Fierce for your lovely feature on Ayoba Santorini. It was great having you!... https://t.co/nsErPzuysO Aqua Vista Hotels participated in the Cyclades Trail Cup “Management, Online Communication and Marketing”... https://t.co/s1AWiECWZq Jean-Marc Barr at Alta Vista Suites in Santorini! Proud to be part of such an amazing event as Authentic Big Blue! https://t.co/wsGm7oA5rW Aplai Dome in Santorini is the latest addition in the Aqua Vista Hotels group. Thank you Αθηνόραμα for the... https://t.co/4XDjW4WBHt Aqua Vista Hotels is pleased to announce its new collaboration with Aplai Dome. Thank you Euro2day for the... https://t.co/frFoOHF604 Aqua Vista Hotels introduces Aplai Dome to its guests this September. Thank you newmoney.gr for the article.... https://t.co/b1z3WpBpga Aqua Vista Hotels welcomes Aplai Dome in Oia to its portfolio! Thank you Greek Travel Pages for the article!... https://t.co/2jsLuNvtKx Aqua Vista Hotels is proud to support the 2017 Santorini Experience, which will take place from 6-8 October, as a... https://t.co/VXy44gnvt3 Aqua Vista Hotels supports contemporary Greek artists with a new exhibition, titled ""Think of Me"", at ""Aqua... https://t.co/MOL5zyT3sT Thank you HuffPost Greece for the lovely article on Art Hotel Santorini and Pyrgos Village!
#AquaVistaHotels... https://t.co/s4MB20xJLy Thank you Nikoletta Ralli for sharing your experience at Dreams Luxury Suites! #AquaVistaHotels https://t.co/2e40neCEEL Aqua Vista Hotels wishes you all a great summer!
#AquaVistaHotels https://t.co/uaknF6IPnO",1
